feature,d,d_ptb,d_nin,p_raw,ci_excl0,cross_ok,p_FDR,gate
ext_V2_bodyQRS_area,0.003542128064144634,-0.18097348985924125,0.0353742774623935,3.449447578876675e-08,False,False,2.1087188972755522e-07,False
ext_AVF_vel6,-0.0035417053289276035,0.004532966841274084,-0.006558087559702323,0.008127441381019366,False,False,0.018470191135998935,False
ext_V1_vel44,0.00353798116824977,-0.008312077717143445,0.004675420771021738,0.5350023659295551,False,False,0.638015243841457,False
ext_III_on1_signed,-0.003516371173130909,0.0006678310507892373,-0.004696662105209718,0.004814382642842937,False,False,0.011689817152457978,False
ext_V1_vel26,0.0035146637957353937,-0.00817800171051981,0.009318062110393491,0.7790966864823744,False,False,0.8440621155119391,False
ext_AVL_vel43,-0.0035089825879526275,0.007453600761580757,-0.005525205968368869,0.8086868982867523,False,False,0.8667010297123267,False
ext_AVL_bodyQRS_slope,-0.0035072501087026688,0.0018223816595568055,-0.004423984637389332,0.10276399477072755,False,False,0.16570094833326643,False
med_AVR_acc6,0.0035068517315044742,-0.004682067984583423,0.0055008281498229675,0.7731665886525423,False,False,0.8389751401703052,False
ext_AVR_amp38,0.003501879834357122,0.009719912179250301,-0.0005582014523980198,0.6050314138463091,False,False,0.7005331968122469,False
ext_AVF_vel41,0.003495155771945222,0.0231858822182331,0.0024365858240082182,0.06468938084413085,False,False,0.11074958728400738,False
ext_V4_vel47,-0.0034807915972570294,0.0048299290346410706,-0.005041456282569224,0.020601090341203283,False,False,0.041798846312641025,False
ext_AVF_vel33,0.003438103144758707,-0.022331243523366292,0.004741479320924406,0.021404479308229096,False,False,0.04327645114425103,False
ext_V1_acc12,-0.003436047916364144,-0.0012683842466821222,-0.012957708888027624,0.0009222594467888655,False,False,0.00267094579449915,False
ext_V3_PR_skew,-0.003431246924191104,-0.0767546407185458,0.033091788627356976,0.2407532259033015,False,False,0.3380456996432056,False
ext_I_P_rms,0.003416360437160527,-0.022672487069349264,0.022050150009005984,1.5616181111908292e-09,False,False,1.1648098256709724e-08,False
med_V3_vel2,0.0034113076930664316,-0.04333986843439072,0.03025263334128962,0.4073958231239775,False,False,0.5154844879362215,False
med_V5_acc20,0.0034104729961194472,0.07965922549618436,-0.043109115051073545,0.027191775893531004,False,False,0.052883183985997,False
ext_I_PR_slope,-0.003404799540566859,0.013468045224712207,-0.014675319420853594,6.331589269043061e-15,False,False,1.0761625826465322e-13,False
ext_AVF_acc0,-0.003402909312943056,-0.008934417107906,0.0015414838168545963,0.43021590378790586,False,False,0.538835285150158,False
ext_III_vel26,0.0033937970894577702,-0.024214376537116594,0.007867794321516533,0.09535962819024567,False,False,0.15570300272276041,False
ext_AVF_vel15,0.0033903983728157876,-0.016240161087100552,0.004354700906610836,7.493698178969413e-07,False,False,3.7174479770121948e-06,False
ext_V3_acc4,-0.0033804484201499607,-0.007282740999524927,0.003480827978690077,0.6644741611597473,False,False,0.7488334894461152,False
ext_V3_ST_min,-0.0033727213832307596,0.003817345330550998,-0.0032858659166801643,7.350952611820951e-05,False,False,0.0002662986606546457,False
ext_II_vel47,-0.0033726091242105793,0.013639685876022227,-0.004985817806359068,0.12876517341889007,False,False,0.2001555199410873,False
ext_V3_acc28,-0.0033709171665773047,-0.009274847140695923,-0.0032617233673816895,0.7485313915430276,False,False,0.8169376317120512,False
med_V1_acc17,0.0033536616117670077,0.041873307042633756,-0.01674309693515339,0.947218151484675,False,False,0.9664661414212978,False
med_V5_vel5,-0.0033503928285956233,-0.12391801044495628,0.13520498587009108,0.3714692143951156,False,False,0.47950607754588626,False
ext_AVL_amp39,0.0033197932845200734,-0.013952082664402479,0.005625311464301131,0.045247687691827,False,False,0.08138336052888005,False
ext_V5_amp0,-0.0033027949572417346,-0.005510677664056819,-0.0049887372831000365,0.8337350191096886,False,False,0.8863278844264515,False
