feature,d,p_raw,ci_excl0,p_FDR,gate
ac_hr_bpm_V6,-0.21351164805238032,0.11556852084027232,True,0.15104004703877175,False
dabs_mean_V3,-0.21330965102997565,0.08442524124596708,False,0.11382121661016174,False
dabs_mean_V6,-0.21321127150867603,0.2070843404594639,True,0.2548190358874081,False
sp_e_mf_V1,-0.21118013473830394,0.07192328858909736,True,0.09805879345668483,False
sp_e_hf_V2,-0.2109927642647655,0.11674018676218023,True,0.15239350049299008,False
sp_centroid_V2,-0.210646738481869,0.20235810125394516,False,0.24963803145346508,False
sp_peak_pow_V2,-0.21063690005888877,0.10137843735018295,True,0.13394130212235272,False
dasym_8_AVL,-0.21062718921655446,0.0023646923358259047,True,0.004151793556976075,False
ac_mean_abs_V1,0.21060335731159474,0.024876381752434576,False,0.037314572628651864,False
perm_ent_m4_V6,-0.2103645245895841,0.0724736038580828,False,0.09871639099618781,False
sp_log_d1540_V1,-0.20974813574318396,0.06003288469280018,True,0.08333436766151611,False
max_V1,0.2096918962674915,0.03582458616934526,False,0.052121542202293904,False
mom6_III,-0.20941992503728232,0.0034657008971913923,True,0.005997851850681647,False
ncross_2sd_AVR,-0.20899653184663883,0.08919990390145369,False,0.11970264368291196,False
p05_V3,0.20882342615282373,0.7291364738039635,True,0.7644295659927814,False
kurt_V5,-0.20854793734578944,0.167166885394747,False,0.209789384263762,False
sp_e_mf_V5,0.20782338884915125,0.024960860208393876,False,0.037402651210101036,False
sp_ratio_dhf_lf_V1,0.20699622044871027,0.04826405471274118,False,0.0685038195922778,False
sp_e_d1540_III,0.2065175861054338,0.00014679283080393,True,0.0003040559063157009,False
ncross_1sd_AVR,-0.20588239976606582,0.09253079041818592,False,0.12337438722424789,False
ac_hr_bpm_AVF,-0.2055172549600432,0.14139080891156716,False,0.18008724082420657,False
dabs_max_V1,-0.20539147789397008,0.09980909421341427,True,0.13198798251172816,False
ac_mean_abs_I,0.20534038522806178,0.04832996072109994,False,0.06853037399124719,False
tk_std_V1,-0.20504343376749187,0.3998807519355272,True,0.4589935587433877,False
ac_lag100_I,-0.20369139199591788,0.03717167777931983,False,0.0538118406137312,False
hj2_complexity_V1,0.20287630892143454,0.21425128572651742,False,0.262969456360865,False
mom6_AVL,-0.2017734607046856,0.023582065462158314,True,0.03570506678942009,False
sp_e_tot_V5,0.20159961750085034,1.3757836543918544e-05,True,3.28558859568581e-05,False
ac_2nd_1st_ratio_V2,-0.20144427071752818,0.13131877993634997,False,0.1694165257347132,False
p95_V2,0.2014269559117514,0.02052908334303304,False,0.031344089394410066,False
tk_std_II,-0.20113926494425693,0.019626052384583145,True,0.03009189869315177,False
ac_peak_height_V5,0.20050004734712407,0.11352168226643666,False,0.14876668109283936,False
ac_peak_height_V4,0.1994225511336413,0.1313794820780214,False,0.1694165257347132,False
sp_edge95_V1,-0.19917417266507179,0.10790420819281318,False,0.141917491210113,False
perm_ent_m4_V5,-0.19826265421440553,0.12247089068300068,False,0.15920119361836796,False
sp_e_d1540_V5,-0.1972410878809593,0.027938146091608922,True,0.041309763874761866,False
tk_mean_II,-0.1972191632091166,0.10941092517141349,True,0.14376892610759492,False
ac_lag300_V1,-0.1953440471881434,0.17344433243710278,False,0.21710445749885623,False
absmax_V2,-0.19500564091647477,0.44373658044373876,True,0.5014050698866215,False
var_AVR,0.19499822073375078,0.016432188136665013,True,0.025490958519698292,False
hj_activity_AVR,0.19499822073375078,0.016432188136665013,True,0.025490958519698292,False
ac_lag300_III,-0.19271687350355882,0.07716335511523109,True,0.10471139404422014,False
tk_std_V4,0.192113779970217,0.8112127317412117,False,0.8369640410916152,False
ac_mean_abs_AVR,0.19202138152202422,0.09150328579547105,False,0.12234140973759114,False
shape_AVL,0.19137089730672466,0.08617838705533486,True,0.11607701113575715,False
tk_std_AVF,0.1910959019015834,0.0026836383001721037,True,0.004694750375722765,False
ac_hr_bpm_AVL,-0.18938713102410343,0.19157869814764095,False,0.23694401167834298,False
sp_e_hf_V1,-0.1893209532399504,0.18805146284606966,True,0.2337763048394633,False
spf_0_2_AVR,0.18696793226564162,0.05060057924441101,False,0.07147085706506302,False
sp_peak_I,-0.1868322891824368,0.10746097181197412,False,0.14146267549500127,False
mad_V4,0.18674431317026763,0.00805956768639477,False,0.01313411030375444,False
tk_mean_V6,-0.18645607913107543,0.04151676695039729,True,0.059744643817618306,False
sp_e_vlf_V2,-0.18592772418028947,0.05687133830801896,True,0.07940760978417351,False
kurt_AVL,-0.18521970401210436,0.12751183660459922,False,0.16501531795889313,False
mean_AVF,-0.18211705059165204,0.06388524384728031,False,0.08800889380099716,False
sp_flux_V2,-0.18167460178876832,0.14455012604218562,False,0.18378877671913618,False
hj_activity_V2,-0.1799897293225194,0.6553810518032059,True,0.7017797103379462,False
var_V2,-0.1799897293225194,0.6553810518032059,True,0.7017797103379462,False
zcr_II,-0.1793036220589598,0.10522854914430081,False,0.13864959469829835,False
sp_roll25_V3,-0.17923471435543764,0.5765933312310438,True,0.6304318651712919,False
ac_first_zero_ms_V3,-0.17896883645147604,0.29866843925484343,False,0.35546440475248575,False
trev_8_II,0.17819326095203522,0.20437357986260984,False,0.2519103887610437,False
min_V5,0.17740518317079018,0.0061671899755914245,False,0.010152788939409012,False
ac_lag10_V1,0.17630033046737256,0.026153549629660395,False,0.039068882780109976,False
sp_e_tot_V2,-0.17623971117610046,0.7689750254712149,True,0.7998221611634698,False
tk_p95_V5,-0.17616327607372342,0.01068245829168341,True,0.017177109013869672,False
sp_e_delta_hf_V5,-0.17544916037035213,0.07439895128505816,False,0.10114913601676447,False
rng_V2,-0.1748701148922487,0.4920942686737424,True,0.5491395251880772,False
rng_V4,0.17483092343697929,0.5360981011000574,False,0.5910512094132752,False
perm_ent_tau8_V1,-0.17412371431302215,0.2974287770391084,False,0.354279396440349,False
sp_rel_hf_V2,-0.17388538464176262,0.24783296221364493,False,0.29937891941282235,False
perm_ent_tau2_V3,0.1734671455246313,0.05792686440343702,False,0.08071958456217904,False
trev_4_II,0.17309694265649622,0.18425623340702557,False,0.22945115858233375,False
p25_V1,-0.17306401839504904,0.004866967368606013,False,0.008207708036255437,False
std_V2,-0.17141514886484352,0.6553810518032059,True,0.7017797103379462,False
rms_V2,-0.1713825189466375,0.6548856597269621,True,0.7017797103379462,False
trev_2_II,0.17008373015726888,0.18301251843674848,False,0.2282939662973873,False
sp_e_lf_V3,0.1700014749142359,4.725202910157163e-06,True,1.1890805243584402e-05,False
dasym_2_II,0.16965999040774743,0.15428932267193698,False,0.195146425539767,False
dabs_max_V3,-0.16849359713695314,0.08804433279129303,False,0.11835365109166802,False
frac_gt_2sd_V2,0.16751000125403634,0.15301897894048183,False,0.1937084197223885,False
perm_ent_V3,0.16540938461214402,0.07909474876520649,False,0.10693256536972051,False
sp_flux_V6,-0.16533310515075578,0.3467980186234,True,0.4048237989587983,False
dasym_4_II,0.16488956247536138,0.16435906631482078,False,0.2064440867552939,False
spf_0_2_V4,0.1644776540566918,0.002681080949244344,False,0.004694750375722765,False
mean_V6,-0.16409939172986604,0.8866021588232157,False,0.9015030354420932,False
hj_complexity_V2,0.16391669808782866,0.18968535088177585,False,0.23540438417122952,False
perm_ent_V5,-0.16260807415215256,0.2184849843343284,False,0.266588401053315,False
ac_mean_abs_III,0.16157890211051645,0.04080201195463048,False,0.0588326925105496,False
dabs_max_AVR,-0.16104192186441058,0.1747231899744539,False,0.21851685774582869,False
sp_rel_lf_AVF,0.160913663566391,0.14363017595224298,False,0.1827791546736694,False
absmean_V6,0.16037542663815788,0.13518045305269263,False,0.17359828785410875,False
tk_mean_AVR,-0.16024876254861878,0.1397686466475247,False,0.17849083107493918,False
impulse_V3,-0.16007384973315633,0.4442391612333524,False,0.5015826299462113,False
dasym_4_AVL,-0.16003881368409706,0.009337073962479792,False,0.015114193303813441,False
sp_ratio_hf_mf_II,-0.159991545739667,0.014583958396594113,False,0.022868150747143254,False
p05_V5,-0.15869547495805775,0.0031404241655580162,False,0.005460953159748791,False
ac_hr_bpm_III,-0.15855909928975004,0.3064276901087689,False,0.36232329481916326,False
std_V6,0.15797935336994556,0.1584947769704792,False,0.1995961978847665,False
tk_p95_AVR,-0.15793679696672872,0.3305042358373389,False,0.38794838353744227,False
mom6_I,-0.1579347535424437,0.10206253234977447,False,0.1347225427017023,False
rms_V6,0.15790204151334888,0.15828456314642303,False,0.1995961978847665,False
perm_ent_tau2_V4,0.1577678874390358,0.21119081847299237,False,0.25943237599220387,False
sp_rel_tot_AVL,0.15721260650949942,0.872467313257836,True,0.8883748519287362,False
sp_flatness_V2,-0.15692212862513502,0.7535366718363563,True,0.7860167007948199,False
mom5_V5,-0.15657013366524133,0.214931564497863,False,0.2635816145700144,False
sp_flux_V4,-0.15561518305660757,0.21759946201145763,False,0.2657312185371207,False
sp_ratio_hf_mf_V2,-0.15553619805424404,0.4331492610093891,True,0.4909701225492841,False
sp_flatness_V6,-0.1554446138834729,0.014922320959632824,False,0.023348286673908255,False
spf_28_30_V1,0.1551649373468434,0.7279273642399355,False,0.7644295659927814,False
sp_e_d1540_AVF,-0.15508390937703903,0.9091262173227732,True,0.9198963536952381,False
perm_ent_tau8_II,-0.1542446144165362,0.2617440323825958,False,0.31487351700043836,False
mad_II,0.15396083673500133,0.1723134541095518,False,0.21587500894483969,False
skew_I,0.153052311318505,0.3818898508066416,False,0.44183590706872,False
ncross_2sd_V6,-0.15240697106957346,0.241297463637697,False,0.2922134422034496,False
spf_10_12_V2,-0.15233332990764756,0.12107749860886548,False,0.15753093905024435,False
dabs_max_V6,-0.15098332956654603,0.1885355172301333,True,0.23417756288978062,False
hj_abs_mobility_V1,-0.1502308321825763,0.09009780782774299,False,0.12079595287708478,False
mean_V2,-0.15020530129440393,0.38537552522063445,False,0.44480545518311704,False
iqr_V2,-0.1494843643894687,0.7850937011826601,True,0.8128436253171522,False
ac_lag300_I,-0.14914073373072545,0.04229801142219803,False,0.06080862632181341,False
shape_V4,-0.14913634246673135,0.6453318434070533,False,0.6940902493533639,False
iqr_AVR,0.1487774196461944,0.04388711313422109,False,0.06278235297624535,False
sp_rel_tot_V2,0.14875360057917264,0.038250651790162044,False,0.05531867171246543,False
dabs_p95_V1,-0.1486371537786542,0.4781035735959521,False,0.5352400839331708,False
dasym_2_AVL,-0.1476687827882778,0.01261251699656166,False,0.02001461713552736,False
tk_std_V2,-0.147474109222234,0.060385775391907204,True,0.08369448649497908,False
ac_2nd_1st_ratio_I,0.14627569201375493,0.26950425425049995,False,0.32313804886187114,False
sp_flatness_II,-0.14603305881403955,0.02556631565203161,False,0.03827040239871123,False
dasym_8_II,0.14585019996006887,0.19014006806676031,False,0.23561024945049952,False
ac_peak_lag_ms_V6,0.1453387971963006,0.11556852084027232,False,0.15104004703877175,False
frac_gt_1sd_V2,-0.14501645534536717,0.23952656852710108,False,0.2905535317471602,False
sp_e_lf_II,0.14492730757030017,0.4679166795635067,False,0.5254563176536827,False
shape_III,0.14447453958666137,0.12611392270048308,False,0.1633518427842118,False
perm_ent_m4_V3,0.14440564463635855,0.11895887987019314,False,0.15505232816114942,False
tk_p95_V1,-0.14424263806833681,0.6332789597782695,True,0.6846768798198416,False
perm_ent_tau2_AVR,-0.1441494939232315,0.2860065328292094,False,0.34123375979294335,False
ac_lag50_V4,0.1427268990586856,0.1257875101352718,False,0.16307452206822737,False
ac_2nd_1st_ratio_II,0.1426260402596603,0.3468325109536812,False,0.4048237989587983,False
p95_V1,0.14249928703252693,0.004930083008491403,False,0.008285278389270274,False
sp_e_d1540_V4,-0.1417251208541567,0.011929045782623918,False,0.018992296574967028,False
spf_5_8_V1,0.1411041628385969,0.12765690618440073,False,0.16505594637555643,False
tk_mean_V3,-0.1396573560413505,0.028764786880921208,False,0.04244560015355447,False
kurt_V2,-0.13894639065802253,0.3397518212189943,False,0.3981595192978044,False
ac_decay_V3,-0.13865142392424504,0.2400176650625665,False,0.2909062184230773,False
sp_peak_III,-0.13806397034410828,0.9997665522556906,False,0.9997665522556906,False
impulse_I,-0.13801452488675697,0.26438870761467825,False,0.3177917247156563,False
ac_hr_bpm_AVR,-0.13801342230485172,0.1367458068008144,False,0.17493824799540308,False
sp_roll25_V2,0.1378012584000614,0.0004905022273341965,False,0.0009572704759264158,False
sp_e_mf_I,0.13652030031885123,9.529708385072989e-12,True,5.938685225375957e-11,False
shape_AVF,0.13645656004631895,0.06885969346671526,False,0.09459250228351046,False
mean_V1,0.13641569971573175,0.5498318878928921,False,0.605273617301349,False
ac_mean_abs_AVL,0.13498660932211615,0.027416651549722434,False,0.040737435097349575,False
ac_first_zero_ms_V6,0.13482769533224354,0.0007195552958488514,False,0.001363961213541165,False
perm_ent_V4,0.13378917809616825,0.2832630128010195,False,0.33851678566837884,False
sp_roll50_V2,-0.1335452272405073,0.7508282268697669,False,0.7837545545757739,False
sp_median_V2,-0.1335452272405073,0.7508282268697669,False,0.7837545545757739,False
min_V1,0.13341203424353876,0.5133493941922485,False,0.5698649238280923,False
sp_flux_AVR,-0.13326421576850547,0.6422671914616065,False,0.6913061245383637,False
sp_rel_tot_V3,0.13180764778605422,0.14044213624127658,False,0.1791933056435269,False
pratio_9010_V3,0.1312069441837283,3.909111714298598e-06,False,9.923129736296441e-06,False
zcr_AVR,-0.1311569766378086,0.36843002529382485,False,0.42762621640818044,False
sp_peak_V6,-0.13104221549738793,0.2051466269340958,False,0.2526487721020416,False
ac_peak_lag_ms_AVL,0.1310080876445924,0.19157869814764095,False,0.23694401167834298,False
ncross_2sd_II,0.13098689838548228,0.842947293232574,False,0.8619432885730264,False
perm_ent_tau2_V1,-0.1290486591857843,0.6355539431439954,False,0.6861147401078671,False
sp_e_vlf_V6,0.12897385342589043,4.368498696357366e-05,False,9.713721450399532e-05,False
spf_28_30_V2,-0.12877305706735478,0.32053343949207524,False,0.377465169620838,False
perm_ent_V1,-0.12792051251294198,0.6671427969364004,False,0.7117496995971002,False
p25_AVR,0.12740524820171378,0.5764934647542341,False,0.6304318651712919,False
tk_p95_II,-0.12697932785100716,0.9545311698386025,False,0.9619870946861735,False
mean_AVL,-0.1265292055761648,0.0005197425642398793,False,0.0010035454830801926,False
frac_gt_2sd_V4,-0.1262588349523069,0.3810818640518455,False,0.4412526846916106,False
ncross_1sd_V1,0.1255009614847302,0.7602613884820454,False,0.7918934979023887,False
perm_ent_AVR,-0.12547058062294947,0.32456011647027194,False,0.381588088352093,False
ac_peak_lag_ms_AVF,0.1251477698833642,0.14139080891156716,False,0.18008724082420657,False
mom5_III,-0.12509931527464802,0.299451834753621,False,0.35581347304603744,False
frac_gt_3sd_II,-0.12496691611034871,0.8226009620391223,False,0.8447076357007111,False
perm_ent_m4_V1,-0.1246624841313875,0.6548475589327236,False,0.7017797103379462,False
spf_5_8_AVF,-0.12372463034168414,0.4062923298503307,False,0.46561678211734825,False
dasym_8_V2,0.12345563323405101,0.4418704598966542,False,0.49968528642518834,False
tk_std_AVR,-0.12302817424930611,0.12365610376567834,True,0.16059808825381483,False
min_AVR,-0.12263288375955028,0.17840611281323127,False,0.22293087418658503,False
absmax_V3,0.12251407869322987,0.5267691908076072,False,0.5824347580166791,False
ac_peak_height_V6,0.1220718162522428,0.34668983522131225,False,0.4048237989587983,False
ac_2nd_1st_ratio_AVL,0.12187167205747165,0.3987296243611478,False,0.4580343469718248,False
frac_gt_1sd_AVL,-0.1216749012516427,0.8575792396378432,False,0.8750562585763516,False
dabs_max_AVF,0.12100574874712357,0.10975036976066538,False,0.14408457223552093,False
sp_rel_delta_hf_V1,-0.12098133754203035,0.05712595153810895,False,0.07968000156900498,False
spf_18_20_V1,-0.12097516779030579,0.05212724384551016,False,0.07334181982914802,False
hj_activity_V5,0.12055245562851143,1.9863389729676966e-05,True,4.614662701998553e-05,False
var_V5,0.12055245562851137,1.9863389729676966e-05,True,4.614662701998553e-05,False
spf_32_35_V2,-0.11966854468996181,0.7330856177865186,False,0.7679944567287338,False
sp_e_delta_hf_AVF,-0.11949362319084397,0.8116014943918692,False,0.8369640410916152,False
perm_ent_tau8_AVR,-0.11903048169080147,0.30471735925918875,False,0.3608887484864128,False
iqr_V5,0.11900113447117747,0.0367605935450199,False,0.053269842143082724,False
sp_e_vlf_V5,0.11877187767580606,2.4590597213895873e-12,True,1.8310537002347082e-11,False
ncross_3sd_V2,-0.11528964857380657,0.31303142820918595,False,0.36892989753225486,False
ac_peak_width_ms_V2,-0.11507754007923082,0.8542133959162099,False,0.8722347755768896,False
perm_ent_m4_V4,0.11480979698677175,0.3405933680788995,False,0.3988238471375501,False
ac_lag300_AVR,0.1147066861787012,0.6073422885427537,False,0.660570039673467,False
ac_peak_lag_ms_II,0.1145001725501754,0.21665844845582882,False,0.2650278577572565,False
dabs_max_V4,-0.11439763617793967,0.2745482163825814,False,0.328372331291193,False
rng_AVR,0.11425996038581997,0.29916928344835125,False,0.3557688776142555,False
mom6_V1,-0.11402172114971003,0.0028517754354738002,True,0.004964961549529925,False
perm_ent_m4_AVR,-0.11260643324347414,0.36873158787930793,False,0.42763439744469256,False
ac_2nd_1st_ratio_V3,-0.11181850361917824,0.3030420960158158,False,0.359197651767318,False
iqr_V4,0.11108286313827145,0.05527615403185573,False,0.07762183332132931,False
ac_first_zero_ms_V5,0.1109900764020996,2.7112570753670465e-05,False,6.141568289286976e-05,False
ac_first_zero_ms_II,0.11090594732056164,0.0021326719594150193,False,0.0037535026485704336,False
shape_V5,-0.11034817836100595,0.9249823270971289,False,0.9339877183206059,False
sp_e_vlf_V3,-0.10862347947638352,0.6233178729859716,True,0.6759205015501351,False
p25_V6,-0.10849285118819894,0.6014583698328133,False,0.6546608343307683,False
slope_up_frac_II,0.10833665315673545,0.4253163152444548,False,0.4828454180883099,False
rng_V3,-0.10732700235589872,0.27014557557608276,False,0.3236397489574853,False
sp_e_delta_hf_V4,-0.10597350343514264,0.024565238473818255,False,0.03707767802908951,False
ac_mean_abs_V6,0.10464716062924678,0.1924406400516755,False,0.23780749732343218,False
sp_rel_tot_III,0.10408851375159817,0.6904245881303256,False,0.7317492715074692,False
sp_ratio_hf_lf_V1,0.10269308900341316,0.4932588942340914,False,0.5496637869745976,False
sp_e_tot_V6,0.10118932337026842,0.14629605276071464,False,0.18568345158090704,False
sp_peak_V4,-0.10091682238140251,0.35903492949126803,False,0.4173888852052211,False
sp_peak_AVL,-0.1003558948719864,0.8232490086977058,False,0.8447756612219568,False
frac_gt_1sd_AVF,0.09959389953385944,0.1855059480014717,False,0.23080945715350204,False
ac_peak_height_V2,-0.09881561738190534,0.45994743525380377,False,0.5177082759600954,False
dabs_mean_AVR,-0.09853000355998259,0.5578353755972254,False,0.6117650795824556,False
sp_flux_II,-0.09845236928932907,0.8131160645852118,False,0.8379308202822765,False
ac_peak_lag_ms_V4,0.09835639256129236,0.3090366184250516,False,0.3648139593115243,False
sp_log_d1540_I,0.09811665187400138,0.6328656979373767,False,0.6846768798198416,False
p90_p50_V3,0.09771072127281313,2.29435420814042e-06,False,5.938328538716382e-06,False
mad_V6,-0.09753050906678225,0.9939261945611634,False,0.9959840127693645,False
ncross_2sd_V2,-0.09699106794499761,0.4413254408514723,False,0.4994579424133576,False
absmax_AVR,0.09679668164357973,0.23731541496695974,False,0.28811202552844944,False
sp_rel_mf_V2,-0.09532579440760792,0.4199821736275666,False,0.4786610016540241,False
iqr_V3,-0.0949352612015768,0.7417227412220628,False,0.7759232134397949,False
perm_ent_tau8_V2,-0.09452259216671463,0.600790655122091,False,0.6544246295853534,False
dabs_mean_II,-0.09450595254963284,0.9608589093734705,False,0.9675222859988066,False
spf_30_32_V1,0.09419654456233319,0.5515232560684737,False,0.6057616824671812,False
dasym_4_V2,0.09377760161577038,0.6136846661897587,False,0.6664698095045098,False
dabs_mean_V1,-0.09373128813156609,0.9228386132283616,False,0.9324715841388873,False
sp_e_hf_III,-0.0928088693606825,0.6780788994782863,False,0.7202418156857876,False
mom5_I,-0.091991017775637,0.34590013021291455,False,0.4047115141572538,False
sp_flux_V5,-0.09194133561946495,0.21565454601097733,False,0.2642450639729444,False
p05_V1,-0.09188616278819269,0.2292356641291281,False,0.27876899858919096,False
sp_flux_V1,-0.09142487382830061,0.7800071192650688,False,0.8100614408468394,False
absmax_V1,-0.09119244771654998,0.783005254650992,False,0.8115086579252252,False
spf_25_28_V1,0.0911139665191389,0.38837244728981,False,0.4474320714938412,False
ac_lag200_V2,0.09081409112617579,0.6639981735701347,False,0.7094373421808944,False
hj2_mobility_V1,-0.08993170134113516,0.5508005881596818,False,0.6057616824671812,False
sp_rel_lf_V1,0.08988976552545135,0.4373416339452365,False,0.49533545435919146,False
ac_hr_bpm_II,-0.08987756024164337,0.21665844845582882,False,0.2650278577572565,False
ac_lag100_V1,-0.08960596792421435,0.5866577726241234,False,0.6399902974081347,False
perm_ent_tau2_V5,-0.08931873293033553,0.5544223198840086,False,0.6084816390563722,False
spf_35_38_V2,-0.08837495151253313,0.8171924837777991,False,0.841159564340623,False
sp_log_lf_II,0.08817879839592965,0.4679166795635067,False,0.5254563176536827,False
sp_rel_hf_V1,0.08622482832045238,0.3921859418920147,False,0.45123136895975074,False
dasym_2_V2,0.0855166351525489,0.672428914984835,False,0.7162083526726615,False
slope_updown_ratio_II,-0.08461219411277648,0.41970848382758563,False,0.4786610016540241,False
spf_8_10_V5,-0.08241017862354287,0.32529094674400594,False,0.3821379083109196,False
sp_flux_V3,-0.08221275728096734,0.2836064554289862,False,0.33864849776553285,False
absmax_II,-0.08190792736232586,0.4165383244269797,False,0.4758565279842443,False
p90_p50_AVL,-0.0818893770302944,0.10247252995292754,True,0.13514088418860198,False
shape_AVR,-0.08165219875529298,0.7247393655745439,False,0.7631048287267859,False
sp_peak_V1,0.08136619288057295,0.8379969369347141,False,0.8580899523478173,False
pratio_9010_AVL,-0.08070869719095743,0.5264418611059305,True,0.5824347580166791,False
ac_peak_lag_ms_III,0.08011751670051459,0.3064276901087689,False,0.36232329481916326,False
spf_2_5_V1,0.08009586118070046,0.7278481019823029,False,0.7644295659927814,False
frac_gt_1sd_III,-0.07934149631955446,0.9901163106590402,False,0.9928514385890376,False
kurt_I,-0.07909160038301764,0.5270793884531104,False,0.5824347580166791,False
absmean_V2,-0.07908784397724827,0.5356461960286628,False,0.5910017299647556,False
sp_e_mf_V6,-0.07876231744020047,0.6701312245609344,False,0.7144130235407319,False
shape_V6,-0.07873926490092538,0.861447022073095,False,0.8783855871138581,False
ac_2nd_1st_ratio_V6,0.0787155837098596,0.6247261561324595,False,0.6769420736599486,False
sp_ratio_d1540_V1,-0.077297947473593,0.09584147693476809,False,0.12720459278727902,False
sp_rel_d1540_V1,-0.077297947473593,0.09584147693476809,False,0.12720459278727902,False
ac_peak_lag_ms_V5,0.07725650431109815,0.2518480854200694,False,0.3037237707889874,False
spf_8_10_V6,0.07686009905851715,0.7475283148648844,False,0.7814334868133996,False
tk_std_V6,-0.07531527455112194,0.056875973950096734,True,0.07940760978417351,False
dabs_p95_V5,0.07531400397551226,0.25763978354817385,False,0.3104505939518244,False
absmean_V1,0.07501352467812135,0.30930260918951435,False,0.3648313473137082,False
ac_first_zero_ms_AVF,0.07486517343661236,0.032235024338866755,False,0.04737374022270701,False
sp_rel_tot_V5,-0.07444732774460928,0.01449483298192826,False,0.022752970259199822,False
slope_updown_ratio_V5,0.07440224878894551,0.6394817364524327,False,0.6893299787148718,False
tk_mean_V4,0.07433230270510699,0.449646564202812,False,0.5068996981541017,False
ac_first_zero_ms_V1,-0.074088648298602,0.3842090005569667,False,0.4438118288056609,False
trev_8_V4,0.07358047575474186,0.19017576608538944,False,0.23561024945049952,False
ac_hr_bpm_V5,-0.07321104002107905,0.2518480854200694,False,0.3037237707889874,False
d_std_V5,-0.07302041298722113,0.5119233892063049,False,0.5687167261878765,False
ac_hr_bpm_V4,-0.07107402009900884,0.3090366184250516,False,0.3648139593115243,False
sp_e_mf_AVR,0.06998895322507837,0.5454568502369392,False,0.6009130095174778,False
slope_updown_ratio_AVF,0.06962631535839313,0.5661093832250931,False,0.6203704335417624,False
spf_30_32_V2,-0.06959580793779872,0.41363851297671617,False,0.47291584318282825,False
ac_2nd_1st_ratio_V5,0.06894767780263703,0.6737882987264846,False,0.7162083526726615,False
dabs_max_V5,-0.0688345933553836,0.5515268210892655,False,0.6057616824671812,False
p95_AVR,0.06880042155671444,0.006017641005231187,False,0.009929107658631458,False
ac_2nd_1st_ratio_AVF,0.06876005566824686,0.6608212151751047,False,0.7070835699589183,False
slope_up_frac_AVF,-0.06850557264489363,0.521303650341129,False,0.5778113742712362,False
ac_2nd_1st_ratio_AVR,0.06825669761165735,0.6386994504711668,False,0.6889982184874698,False
dabs_p95_V4,-0.06821957678389777,0.4190702821452854,False,0.4783726805620711,False
sp_rel_tot_V4,0.06780015595724735,0.47026550830955205,False,0.5276858717662053,False
dabs_p95_II,-0.06629833967642064,0.9788451744729152,False,0.98222750057683,False
ncross_1sd_II,-0.06556922589897633,0.4110778080732974,False,0.47035853216897383,False
d_std_V4,-0.06518265475899737,0.354938878894717,False,0.4136205876044375,False
sp_rel_tot_AVF,-0.0646015165310307,0.0560350911718442,False,0.0783843471883601,False
sp_entropy_V2,-0.06387285413945708,0.489603617896299,False,0.5472705567247315,False
dabs_p95_AVR,0.06359381813071203,0.19308372330374535,False,0.23839929101788968,False
iqr_V1,0.06327003745253279,0.035601853948714866,False,0.05190149792523492,False
crest_V2,-0.06315686371763475,0.5320898331909971,False,0.5875242872953064,False
sp_e_hf_AVL,-0.06256423457245934,0.9079341448015894,False,0.9198963536952381,False
ac_decay_V2,0.06241756587208761,0.6088004749946627,False,0.6616603964762352,False
sp_peak_V3,0.061800291926505525,0.0011070736702819813,False,0.0020485108386313526,False
ac_lag100_AVF,-0.06169408228883089,0.6911637155191439,False,0.7319983332850452,False
slope_up_frac_V5,-0.0605989961325526,0.645899553608656,False,0.6941866408880596,False
spf_38_40_V2,-0.06049156611196076,0.43112358949305374,False,0.48905582183118285,False
mom6_V4,-0.06037575464833087,0.9322938777006156,False,0.940716268534603,False
sp_roll25_V1,-0.060241890710298125,0.016659951675187808,False,0.025789178925770463,False
absmean_V3,0.05842630998624328,0.11308873454224451,False,0.14833319110690066,False
mad_V5,0.0578049673756496,0.07887274775391859,False,0.10673180777137911,False
ac_first_zero_ms_AVR,0.05706217927200907,0.07175562491682615,False,0.09801426846588106,False
sp_rel_tot_AVR,-0.05687173998894832,0.21738295648545636,False,0.26569028014889107,False
spf_35_38_V1,-0.056814385729096,0.08435401120016563,False,0.11382121661016174,False
spf_20_22_V1,-0.05624940744634056,0.09210809133633269,False,0.12292366601135575,False
ac_lag100_V6,-0.055882831307701164,0.30204298086479964,False,0.35859886199156915,False
ac_first_zero_ms_AVL,-0.05579405064493661,0.3240098129685468,False,0.38124979613478926,False
ac_lag300_AVL,-0.05509729428466938,0.18404706220559197,False,0.2293874114356391,False
sp_e_lf_V2,-0.053984467738223164,0.00570153438699488,False,0.009450488504470965,False
trev_4_V4,0.05389373443728472,0.30254689988266825,False,0.3589036753510084,False
mom6_V2,-0.053829866408325905,0.3827378762900172,False,0.4424644875582046,False
iqr_V6,-0.05371318995003232,0.8894371545718558,False,0.9037527980674139,False
ac_first_zero_ms_III,-0.05342872711197025,0.38791830660241156,False,0.44738473485838093,False
ac_2nd_1st_ratio_V1,0.05171878699101476,0.6878399702172451,False,0.7300757578621636,False
mad_V2,-0.051173924541414714,0.15760538534875523,False,0.19916711882192567,False
spf_22_25_V1,0.05051327518797656,0.2705469324449733,False,0.32385337667774217,False
sp_log_d1540_AVF,-0.050262952379983135,0.9091262173227732,False,0.9198963536952381,False
sp_rel_tot_V1,-0.048579523614102255,0.24643214681457692,False,0.2979346187966409,False
