feature,d,p_raw,ci_excl0,p_FDR,gate
ac_peak_height_AVR,0.048492145447477826,0.7291563008953184,False,0.7644295659927814,False
perm_ent_tau2_V2,0.048295434384766016,0.5264504737127622,False,0.5824347580166791,False
sp_peak_AVR,0.047469019162678615,0.8179871245516251,False,0.841159564340623,False
ac_peak_width_ms_V3,0.04685950037260208,0.024816922676270038,False,0.03726387975795667,False
trev_2_V4,0.0461013195669997,0.3574559556213086,False,0.4158862560594071,False
skew_V5,0.04596547962524737,0.5857013408073717,False,0.6396056438082854,False
perm_ent_V2,0.04509953340845264,0.5753232569316655,False,0.6299919827034528,False
ac_2nd_1st_ratio_III,0.044197149217434284,0.9646020810837549,False,0.9706183102797035,False
sp_e_mf_V3,0.04413793193791617,0.86358062972206,False,0.8799432100746885,False
rms_V3,0.04261579371621344,0.42309131361623464,False,0.48069529528229477,False
std_V3,0.0425872814379293,0.4227095685827138,False,0.48063766137987507,False
sp_e_tot_V1,-0.04256321679932828,0.6889083571109454,False,0.7306756278488625,False
max_AVR,0.04252745874388687,0.9713332856362795,False,0.9753637142073844,False
kurt_V3,0.04016521292363984,0.6734880949674086,False,0.7162083526726615,False
ac_mean_abs_V3,-0.04014015300992732,0.7282840804018123,False,0.7644295659927814,False
skew_AVR,0.0392309250359776,0.3534860300995346,False,0.4122584061883729,False
p90_p50_I,-0.038141451069061354,1.728670079895421e-06,True,4.538931204354704e-06,False
mean_III,-0.03776441779678396,0.0009994234540540532,False,0.00185808304133993,False
pratio_9010_III,-0.03769230165702967,0.2654970182242874,True,0.318859942482767,False
pratio_9010_I,-0.03743846185614041,0.004953180157178823,True,0.008314471200258555,False
frac_gt_3sd_V1,0.03694434358575798,0.9158496665226943,False,0.9260541196315822,False
sp_e_mf_II,-0.03593561361083596,0.39815480954078897,False,0.45773617058846044,False
crest_V3,-0.035846448856089695,0.9546993136658237,False,0.9619870946861735,False
ncross_3sd_V6,-0.03563582859977691,0.7822830028830507,False,0.8113392287044212,False
ac_lag50_AVR,0.03520965207218233,0.7984713580443802,False,0.8257695241313675,False
dabs_mean_V4,-0.03500673937575697,0.5961540800512137,False,0.6498616548306023,False
mad_AVR,0.03432007189129903,0.14730023712954626,False,0.18679471118960803,False
perm_ent_m4_V2,0.034129135574887705,0.6728717658644963,False,0.7162083526726615,False
ac_first_zero_ms_V4,0.0339515692901011,0.004620017262333867,False,0.007830549183257098,False
tk_std_V3,-0.033369549015214606,0.08810823498487674,False,0.11835365109166802,False
p90_p50_III,-0.032909657276602486,0.33972512729739524,True,0.3981595192978044,False
p05_V6,-0.03217646304360087,0.11985499349648958,False,0.15608022471471109,False
mom5_AVL,0.03193548358623827,0.8913306741221306,False,0.904410998480317,False
ac_lag200_V3,-0.03173130944493654,0.7726877009637674,False,0.8031084765922621,False
max_V6,-0.0315448857736255,0.7634329381820311,False,0.7946269722152753,False
ac_first_zero_ms_I,-0.031089128491288153,0.007401341689123535,False,0.012102193843026321,False
hj_activity_V1,-0.03052805754952585,0.7158148374473841,False,0.7548025736917949,False
var_V1,-0.030528057549525763,0.7158148374473841,False,0.7548025736917949,False
pratio_9010_AVR,-0.029575698420001018,0.07189410940752945,True,0.09805879345668483,False
perm_ent_tau8_V3,0.02950111612990156,0.5049521886182786,False,0.5614016675909193,False
var_V6,0.02887748100512426,0.1584947769704792,False,0.1995961978847665,False
hj_activity_V6,0.028877481005124172,0.1584947769704792,False,0.1995961978847665,False
p90_p50_AVR,-0.028398283124492323,0.4103155470375647,True,0.4698566043363911,False
ac_lag300_V6,-0.02824332930243596,0.7398646896426022,False,0.7745375121564949,False
kurt_V4,0.027103700114008294,0.5201396796679436,False,0.5769616614804081,False
frac_gt_1sd_AVR,-0.026995818675985973,0.6983657872158938,False,0.7384939171438646,False
tk_std_I,0.025955215826096913,2.1218504012493516e-06,False,5.541235220528882e-06,False
tk_mean_V5,-0.02577831323471949,0.6347350139987734,False,0.6857405061951034,False
frac_gt_3sd_V3,-0.02528500230638094,0.7854129520109948,False,0.8128436253171522,False
rng_II,-0.024954229267346563,0.967967398077459,False,0.9731514170712453,False
qcoef_II,0.02490531651032265,0.017294504925698638,False,0.026686101118081215,False
perm_ent_tau8_V4,-0.024564689543402466,0.8267985605869788,False,0.8478188629747834,False
mad_V1,-0.024437586063779253,0.13623016544328864,False,0.17458623144188448,False
qcoef_AVL,0.02441988509251205,0.0005236881484068774,False,0.0010084816863219974,False
pratio_9010_V5,-0.021858219970194416,0.0006332947426417558,True,0.0012067506119630305,False
pratio_9010_II,-0.02178408159034696,0.032952708316428776,True,0.04833063886409554,False
frac_gt_3sd_V2,-0.02167425923588431,0.7545005721164564,False,0.7864571649053085,False
dabs_p95_V6,-0.021624124774871526,0.5003787142668713,False,0.5571701634321298,False
mom6_V3,-0.021108316502369346,0.7804930824688211,False,0.8100614408468394,False
p90_p50_II,-0.020600843748071404,0.03603915193425508,True,0.05238122983837676,False
p90_p50_V5,-0.02053243375580485,2.0206667869126552e-05,True,4.671987539167477e-05,False
ac_2nd_1st_ratio_V4,0.020108361643992212,0.8221563976722073,False,0.8447076357007111,False
ac_peak_height_V1,-0.019876015652131842,0.8858897336300652,False,0.9014098761253362,False
p75_V1,-0.01984319258984499,0.8178484531939519,False,0.841159564340623,False
ac_lag300_V5,0.01876184198501348,0.6613670917048913,False,0.7071465516609,False
frac_gt_2sd_V3,-0.01855881693908198,0.6988227563055578,False,0.7384939171438646,False
sp_rel_tot_V6,0.01823441102084857,0.22709557906106137,False,0.27662984966162846,False
p90_p50_V1,-0.01820293130669598,0.014186901066754602,True,0.02229370167632866,False
pratio_9010_V1,-0.018199840586615026,0.00048598581827615677,True,0.0009531422893564697,False
sp_log_lf_V1,0.017637792685174864,0.49241023539592044,False,0.5491395251880772,False
p90_p50_V4,-0.017545838000720085,5.707508764778681e-09,True,2.0484486464294697e-08,False
pratio_9010_V4,-0.017424201550915546,4.713525026997542e-09,True,1.716588211312739e-08,False
p05_V4,0.01729587773064756,0.051359163234517974,False,0.07235013432286691,False
ac_peak_height_V3,-0.016732159643949425,0.890892704470538,False,0.904410998480317,False
var_V3,-0.015767796300121123,0.4227095685827138,False,0.48063766137987507,False
hj_activity_V3,-0.015767796300121047,0.4227095685827138,False,0.48063766137987507,False
rms_V1,0.015356706946429662,0.7173127478311028,False,0.7558331711543986,False
std_V1,0.015279493066349238,0.7158148374473841,False,0.7548025736917949,False
sp_e_tot_V3,-0.014334588655147511,0.38857564886620777,False,0.4474320714938412,False
spf_32_35_V1,-0.014009368119010346,0.14780184106022048,False,0.1872672541181851,False
qcoef_V6,-0.013161356911817327,0.13742933635539273,False,0.1756579193556604,False
qcoef_AVR,0.012902374425472093,0.6417570059688887,False,0.6912694159249454,False
qcoef_V4,-0.012800670695947012,0.010408135675939607,True,0.016773155384533084,False
qcoef_I,0.01264138526420112,3.932432628251754e-10,False,1.8126641829274751e-09,False
ncross_3sd_AVL,-0.012396668414403208,0.45004834074116384,False,0.5069590308426454,False
rng_V6,-0.012037931322828134,0.7287348981598454,False,0.7644295659927814,False
p90_p50_V2,-0.01144244369413364,2.149102781554131e-06,False,5.602328974536083e-06,False
pratio_9010_V6,-0.011017891002128485,0.22878510960369292,True,0.2784542993667746,False
pratio_9010_AVF,-0.010885112963825681,0.38071315496922753,False,0.44117757463313517,False
p90_p50_AVF,-0.01070949946834795,0.6163746024042522,False,0.6688908241337624,False
sp_e_hf_I,-0.01058475664100746,0.004323437670747505,True,0.007385448821088679,False
pratio_9010_V2,-0.010454927300552122,2.4294551212624943e-05,False,5.546491880618148e-05,False
qcoef_III,-0.010404318684370405,0.4654937114539105,False,0.5235452122626476,False
p90_p50_V6,-0.010021725224144285,0.07679159209002977,False,0.10430438888187392,False
min_V6,-0.009898493820259154,0.8428671535876491,False,0.8619432885730264,False
rng_V1,-0.00982622676595328,0.8457360896570337,False,0.8641863491780528,False
tk_std_V5,0.00939312043792049,0.998557852809714,False,0.9994883868015628,False
qcoef_V5,-0.009059272039857673,0.0007611724998978502,False,0.0014353538569502318,False
qcoef_V2,0.00824923086290187,8.867234747545363e-06,False,2.1675462716222e-05,False
tk_mean_I,0.007800652820646365,8.293023364585161e-07,False,2.267696784440236e-06,False
qcoef_V1,0.0074061367682962944,0.8061630867594889,False,0.8331308199108739,False
sp_e_d1540_I,-0.006767539106104821,0.6328656979373767,False,0.6846768798198416,False
max_AVF,0.006490223505036523,0.6647646121872532,False,0.7097339830116851,False
qcoef_V3,-0.00642444058303997,0.8362863726209883,False,0.8569427050428193,False
frac_gt_1sd_V6,-0.005604472619459273,0.909089517447158,False,0.9198963536952381,False
spf_38_40_V1,-0.005134797232153706,0.16918289193289104,False,0.2121360613873556,False
sp_flatness_V1,0.004980008682536846,0.48325859277117034,False,0.5405943580152075,False
sp_e_lf_V1,0.004833059266156096,0.49241023539592044,False,0.5491395251880772,False
spf_8_10_V4,0.004058880850050174,0.8094536527594093,False,0.8359364891939277,False
sp_e_delta_hf_I,-0.0026637809923183747,0.265746261797434,False,0.3188955141569208,False
sp_e_vlf_V1,0.0024728184930355997,0.24533693706246273,False,0.2968576938455799,False
sp_peak_pow_V3,-0.0024330009214853093,0.4038362521310095,False,0.46316764462419097,False
absmax_V6,-0.0023035109370220554,0.5858646737362394,False,0.6396056438082854,False
qcoef_AVF,-0.002102408114874408,4.532457677189934e-05,False,0.00010047524499663793,False
dabs_mean_V5,0.0017475481866667782,0.9684599157492765,False,0.9731514170712453,False
sp_rel_tot_I,-0.0006376387970359895,0.0916554560455803,False,0.12243212711884323,False
tk_p95_I,-0.0003955746331634762,0.0003181869909501163,False,0.0006354986394216904,False
mad_V3,0.0003030017780573126,0.0992722692691776,False,0.13139775294334172,False
