feature,d,d_ptb,d_nin,p_raw,ci_excl0,cross_ok,p_FDR,gate
ext_k_init20_magr,-0.8232001972372034,-0.7624311137518633,-0.8213298969202852,3.435528024838914e-31,True,True,3.521416225459887e-30,True
il_lam1frac,0.8219653402783575,0.8579451459113908,0.8210784077471627,5.388721148696167e-21,True,True,2.761719588706786e-20,True
med_k_qrsmax_mag,0.8215988312421149,0.8005359192893368,0.941150169569599,7.159884777545825e-17,True,True,2.4462939656614903e-16,True
ext_d_oct,-0.8128628117277155,-1.2830726493955447,-0.455129465847908,1.365982621063277e-24,True,True,8.842940125830687e-24,True
med_k_init20_magr,-0.8090038812112825,-0.7327304255875737,-0.8261054088708208,2.188821534350984e-31,True,True,2.4475004429561e-30,True
il_dpol_AVL,0.7886804270087262,0.8214759681994005,0.5580532784230974,1.0656445948246199e-09,True,True,2.1141013736036815e-09,True
ext_d_init20_magr,-0.7538840103247788,-0.7237260134187393,-0.7185845028702696,3.104515193764804e-26,True,True,2.24074065768319e-25,True
med_d_qrsmax_el,-0.7443248955603396,-1.132258091329986,-0.3672402654342862,2.2510726132980037e-11,True,True,5.3246525276087395e-11,True
med_k_planarity,-0.7295426271917407,-0.777782204837248,-0.6870293076088294,8.19596027755926e-23,True,True,4.800491019713281e-22,True
med_k_oct,-0.7165732215091886,-1.3416942973612318,-0.3563007603809025,7.140059136861943e-16,True,True,2.3111244048263654e-15,True
med_k_init40_az,-0.7148127114972834,-1.0058422639010425,-0.6120925690644989,1.3514014476434827e-11,True,True,3.392293429798946e-11,True
ext_k_oct,-0.714252945196507,-1.147916071806851,-0.45813967626829577,3.199590588197673e-19,True,True,1.3570677322355648e-18,True
il_dpol_III,-0.7104679085477286,-0.7666035862587924,-0.48367059424078357,2.0384876311044338e-07,True,True,3.6338257771861645e-07,True
ext_d_qrsmax_el,-0.7053051160494008,-1.0662503457129322,-0.3511200782524418,2.694182960431661e-11,True,True,6.252537813831968e-11,True
ext_k_qrsmax_mag,0.7028510860176387,0.6834704861889449,0.8268465058018553,1.1867269424000186e-15,True,True,3.6491853478800575e-15,True
il_dpol_I,0.6997389273462081,0.7078748837302389,0.5005133303770025,2.8455051318780684e-11,True,True,6.48142835594449e-11,True
ext_k_planarity,-0.6917881820586513,-0.7428165168504035,-0.6420576958637116,5.243061301611686e-21,True,True,2.761719588706786e-20,True
ext_d_planarity,-0.6916260816273202,-0.6103761108544848,-0.7499278678333621,4.410729828592627e-17,True,True,1.5500564826196947e-16,True
med_d_planarity,-0.6793726349705257,-0.5790953919571701,-0.7581129626547701,4.217982057743022e-17,True,True,1.525917038536446e-16,True
il_dpol_V5,0.6673012050160323,0.6979407876703418,0.6105578275803526,3.780055282394553e-14,True,True,1.0812716272896046e-13,True
med_d_qrsmax_mag,0.6612003300553977,0.5309037186420381,0.8542574355633766,1.0976920958566737e-11,True,True,2.8128359956327262e-11,True
ext_d_qrsmax_mag,0.6501989901631143,0.47368890053868196,0.8792639569732563,1.950145826369251e-11,True,True,4.797358732868357e-11,True
med_k_init30_az,-0.6085793318028685,-0.847815824801021,-0.4466477671339453,4.757361320961376e-05,True,True,7.0500655720271e-05,True
med_k_area_xz,-0.6083863852154381,-0.5595838326639611,-0.6456004780601861,1.0949786948699863e-11,True,True,2.8128359956327262e-11,True
med_d_nonplan,0.5973049808608522,0.8451148852557824,0.28011006439217806,8.324325735564242e-11,True,True,1.7963018692533363e-10,True
med_k_qrsmax_el,-0.593028711212196,-0.8283299549119959,-0.3384698790133482,6.455963622039077e-10,True,True,1.323472542518011e-09,True
ext_k_init40_az,-0.5700122058480617,-0.8194263363936801,-0.4524725884739786,5.5871773445117074e-08,True,True,1.0257056916043881e-07,True
ext_d_init30_az,-0.5681029314265195,-0.9728939849870806,-0.21895623106836595,3.7770406324697454e-10,True,True,8.00993099644446e-10,True
il_dpol_AVF,-0.566057429036669,-0.6377459352551261,-0.370753807084538,1.108756537446166e-05,True,True,1.726291824125043e-05,True
ext_k_area_xz,-0.562467431098882,-0.46584050458273696,-0.6361748372065901,2.0146265890666875e-11,True,True,4.8588053030431875e-11,True
ext_k_qrsmax_el,-0.5583401138464095,-0.7795819934668583,-0.3195907377062086,1.0138085438548318e-09,True,True,2.044236899904005e-09,True
med_k_area_yz,-0.5045882588527023,-0.8053624751565556,-0.2598564013630379,2.0967262123859102e-13,True,True,5.861302820987885e-13,True
il_meancorr,0.4953445937417014,0.46517215337594875,0.49110473063147314,5.799284109769319e-07,True,True,1.0190170650023233e-06,True
ext_k_area_yz,-0.4849612255360006,-0.7348246653705309,-0.27491856209462595,1.785564789435578e-14,True,True,5.229154026204192e-14,True
med_d_area_yz,-0.4528690162187646,-0.7456118527136257,-0.1868758400391554,3.7172744348941514e-11,True,False,8.164727776642511e-11,False
ext_d_area_yz,-0.44580952878086133,-0.7053459604122391,-0.195185398704911,3.270517672591266e-11,True,False,7.314066795067741e-11,False
il_ratio_V1_V6,-0.437539170816482,0.01041961882235961,-0.7360142192435629,3.4772435144070637e-06,False,False,5.55455782171518e-06,False
ext_d_area_xz,-0.412458180445974,-0.298995520034838,-0.4541460478941431,8.24664468665895e-07,True,True,1.4088018006375707e-06,True
var_axis_az_std,0.39940388377675423,0.5918438652231695,0.36584227024225735,0.0462953256761017,True,True,0.05224151429505054,False
var_axis_el_std,0.398721083110744,0.45015939981992087,0.42426361197470297,3.4948344354675525e-08,True,True,6.513100538825893e-08,True
ext_d_init20_el,-0.39762224803428875,-0.6910422994255545,-0.05788557076615609,0.0004915740085535501,True,False,0.00067936632642794,False
med_d_area_xz,-0.3955221165161057,-0.3352391635898259,-0.39921212513819326,2.0544350035591732e-06,True,True,3.3692734058370444e-06,True
med_d_init30_dev,0.3790216112915249,0.40544458260178873,0.3272469504614541,2.164966048405242e-09,True,True,4.226838475457853e-09,True
med_k_nonplan,0.37731129327612983,0.5435811774561039,0.17987160445189698,1.986025945506715e-08,True,False,3.758172173805015e-08,False
med_d_qrsmax_az,-0.3737539469949056,-0.4912738007151276,-0.34073569385849206,2.9701717664800036e-05,True,True,4.566639090963006e-05,True
med_d_area_xy,-0.3657295738081193,-0.3216749974119215,-0.3782825771367809,0.00018813822602108335,True,True,0.00026908141628596805,True
med_k_area_xy,-0.3654120752216657,-0.3038297637343494,-0.3860776496571706,0.00046869136906687757,True,True,0.0006551027090366585,True
ext_d_area_xy,-0.3653692918942423,-0.3378263153886021,-0.3641149108170102,4.364053763362418e-05,True,True,6.546080645043627e-05,True
ext_d_init20_dev,-0.36520621176198276,-0.4041116027286027,-0.3462303663041437,0.00011542735401517497,True,True,0.000167030171104312,True
il_dpol_V1,0.3648799611629285,0.5451228920806676,0.28810755454748066,0.0005274373817008004,True,True,0.0007208310883244272,True
ext_d_init40_dev,0.35965619748453836,0.6704405998463688,0.11948742787560265,5.682147362050266e-10,True,False,1.184583263613869e-09,False
ext_d_nonplan,0.35822853309980257,0.5144512076456701,0.17020045403848819,2.905236564148894e-06,True,False,4.701896018293604e-06,False
var_axis_az_iqr,0.3579057363873106,0.6662878792356965,0.23217654450704966,0.5755119113607023,True,True,0.5850245049369123,False
ext_d_qrsmax_az,-0.3480136355665811,-0.4494313200029218,-0.30826407363632846,3.690797507198996e-05,True,True,5.6045443627836604e-05,True
med_k_init30_dev,0.34149714995834446,0.2502242369051442,0.40224537805366367,1.0681362758960617e-11,True,True,2.8128359956327262e-11,True
ext_k_init30_az,-0.33979927088148065,-0.5582916315764475,-0.18939300276377244,0.030227299874655802,True,False,0.03474726994937069,False
med_k_init20_az,0.3322684852498845,0.21229070192307536,0.43921538176084596,0.038543209143643224,True,True,0.04389643263581589,True
med_d_init40_dev,0.3273268725623882,0.7001924988777597,0.06140119542957621,9.589144663276864e-08,True,False,1.7345070493868445e-07,False
med_k_qrsmax_az,-0.31636887853616785,-0.40847395666278774,-0.353234374157349,0.014959527694115363,True,True,0.01786429035316689,True
il_dpol_II,-0.30656485231431085,-0.381851645851411,-0.18619484963976923,0.0017320473654119253,True,False,0.0022664024036773063,False
med_k_perim,0.3046563274687162,0.34534568362011003,0.42987577071736727,0.0014139230011589686,True,True,0.0018903535776364474,True
ext_k_qrst_angle,0.29640226992819496,0.3582459041127227,0.1902732180540004,0.0015608592312724373,True,False,0.0020643622091022556,False
ext_k_tmax_magr,-0.29561285195446685,-0.43600515918814886,-0.17815613183913245,6.603709722794426e-05,True,False,9.669717808377552e-05,False
med_d_init20_el,-0.29034807605709917,-0.5452439759566252,0.022330328769162727,0.012182760718935688,True,False,0.014836431370585046,False
ext_k_area_xy,-0.287862762271946,-0.2973669744577568,-0.2789884130903791,0.0006116663907251387,True,True,0.0008267578687823304,False
ext_k_init20_az,0.2787002589496979,0.3323164856378013,0.21340654869872025,0.00960587501022058,True,True,0.011934571982395264,False
ext_k_qrsmax_az,-0.2734248806849014,-0.3277397962455274,-0.31369037971356284,0.025330868233330604,True,True,0.029393365968864757,False
med_k_init20_el,-0.2706574680613405,-0.5919965913133224,0.14628730951234958,0.06522940930164488,True,False,0.07228123733425514,False
ext_k_init20_dev,-0.26615722714524964,-0.38993288468467047,-0.20121080087645316,0.013104873484551279,True,True,0.01580293567254713,False
ext_k_init20_el,-0.2597520814363268,-0.5296942397287482,0.08019813327743573,0.009222324349033337,True,False,0.011574958111541842,False
ext_d_tmax_magr,-0.25938606548462034,-0.401557222934627,-0.15332302665428357,0.00043416558978906505,True,False,0.0006138203165983334,False
ext_k_nonplan,0.24947304851439325,0.4041904346318386,0.09427845091218859,5.0331679000652795e-06,True,False,7.936918611641403e-06,False
ext_d_init30_dev,0.23048202245650576,0.3072105043901579,0.15033842360341204,1.5348268907984957e-06,True,False,2.551131183354256e-06,False
med_d_init20_dev,-0.22891977747541184,-0.3821036855956146,-0.10645458985988342,0.016420716323097065,True,False,0.01942065488212441,False
med_k_qrst_angle,0.2238357900031882,0.4051613692931571,0.026852593027026427,0.020949318323893622,True,False,0.0245406300365611,False
med_d_perim,0.21707205702539,0.22679753708834546,0.34829241647541054,0.05035021115874866,True,True,0.056300690659328044,False
il_dpol_V6,0.2156629251063146,0.05511097513873361,0.31525543741227163,0.1524095565914797,True,False,0.1630119605282783,False
il_dpol_AVR,-0.20084816889074789,-0.16396531035748996,-0.14995470001182956,0.10371206480960204,True,False,0.11189985939983378,False
ext_k_perim,0.20009739946648317,0.2764009206833487,0.2778872573255773,0.011332093954380612,True,True,0.013938475563888154,False
il_onset_disp,0.1740068220940048,0.17263687707760864,0.2200709169729582,0.07429218424852442,True,False,0.08158873805864736,False
naive_frontal_axis,-0.17041454204321338,-0.22861495583144295,-0.059320475257253556,0.006025443584626699,True,False,0.007640510937207051,False
ext_k_init30_dev,0.1671738451780808,0.1328216629416808,0.17633680026393656,1.0852665754395954e-08,True,False,2.085746699672972e-08,False
med_k_init40_dev,0.1620546480755931,0.40369582063155174,0.02054726327029528,1.4981658771399117e-06,True,False,2.5243068888795773e-06,False
ext_d_qrst_angle,0.1601959522783793,0.2108729497522776,0.043158884066791595,0.08152805658795176,False,False,0.08874292885237227,False
med_k_init20_dev,-0.14344008724178506,-0.4697279656143724,0.12769895270497514,0.22601653511453723,False,False,0.2376071266588725,False
med_d_qrst_angle,0.10592022173985847,0.28210017594639053,-0.11026483338241688,0.2710040621681572,False,False,0.2824872851413842,False
ext_d_perim,0.10507813823300578,0.08196229093363619,0.2450026108875121,0.3600060201092278,False,False,0.36900617061195845,False
ext_k_init40_dev,0.09416189480599417,0.3357016717748061,-0.06805285101035295,6.843357365010312e-07,False,False,1.1855393745017864e-06,False
med_d_init20_az,0.08967748705066676,0.07231239690708699,0.07916523527501919,0.7713434007727304,False,False,0.7776658876643102,False
med_k_tmax_magr,-0.05438671067831943,-0.39448108085909683,0.1902452069041003,0.1569454859248679,False,False,0.16641633421343752,False
ext_d_init20_az,0.048728863959385416,-0.13866855889633112,0.22416797282879883,0.9044859241139536,False,False,0.9044859241139536,False
med_d_tmax_magr,-0.011304999509286002,-0.3341067989169574,0.21695498061215784,0.3510485739956337,False,False,0.36284852606271384,False
il_ratio_I_AVF,-0.007812715096811439,-0.01632511078467241,-0.006732271092598251,0.0045868057794426495,True,False,0.005938706430225747,False
il_ratio_AVL_III,0.0032453872968287918,-0.012660823090712732,0.005690150207155349,0.005847737443415447,False,False,0.007492413599376042,False
