feature,d,d_ptb,d_nin,p_raw,ci_excl0,cross_ok,p_FDR,gate
swtdb4_A6_I_qrson2mid,0.05169057341954156,0.06155711251969265,0.08066276693707068,5.169807365313592e-10,False,False,2.0179185691130436e-09,False
swtsym4_D6_V2_kurt,-0.051621151325677087,0.03964930046689584,-0.1468119689253047,0.5673226906970528,False,False,0.6282947267175926,False
swtcoif3_D6_V6_halfratio,-0.05159550538759955,0.05345541693200497,-0.17647514290025826,0.8390556743999702,False,False,0.8676657562920956,False
wptdb4_b6_AVF_crest,0.05159535266679952,0.14353509718680058,-0.0770740912966681,0.26376566305209803,False,False,0.3242956702488203,False
swtsym4_D6_V6_halfratio,-0.05152834734633213,0.03728288094838038,-0.1703032591392611,0.8622554603404169,False,False,0.888169272034468,False
swtdb4_D3_V1_nover3,-0.05150482386523718,-0.018365176577685077,-0.11631555148791717,0.8427237645089589,False,False,0.8703797146755068,False
swtcoif3_D5_AVR_nover3,-0.05131196658047415,0.31751943510734454,-0.3427962778577194,0.2055748565961224,False,False,0.26148870930528634,False
swtdb4_D3_V6_kurt,0.05095522868427955,-0.021483612040882914,0.11563111876806119,0.2107935654773343,False,False,0.26724372983242484,False
swtdb4_A6_AVR_qrsonfrac,-0.05092927263328778,0.05569957255699748,-0.017701922259683825,0.736881955223845,False,False,0.7822141077514044,False
swtsym4_D5_V1_logenergy,0.05041490636716073,-0.1944074006083233,0.06280521366051554,0.02453832996184336,False,False,0.03834436506522714,False
swtdb4_D5_V1_logenergy,0.05041490636708421,-0.19440740060854786,0.06280521366043636,0.02453832996184336,False,False,0.03834436506522714,False
swtdb4_D6_V3_hjmob,0.0504000313668768,-0.4282012820712347,0.15353226659509733,1.176728574585695e-13,False,False,6.456523889503089e-13,False
swtsym4_D6_V3_hjmob,0.05038311497618028,-0.4284928035443055,0.153515332560352,1.1316111306197621e-13,False,False,6.243199666616637e-13,False
