feature,d,p_raw,ci_excl0,p_FDR,gate
pair_lag_II_V6,-0.8193710276154191,0.07359028222338738,True,0.10279069669992723,False
ext_d_w40_60_path,-0.8179399252134333,1.6306617190061668e-10,True,1.2076126881319254e-09,True
med_d_traj_x1,0.8177317070416705,1.5076409463396643e-15,True,6.22893759408756e-14,True
med_d_traj_x44,0.8142864362898061,0.9554349665165699,True,0.9614932206803309,False
ext_k_traj_x8,0.8131764498343709,8.446964776205603e-10,True,5.4129529382215496e-09,True
med_k_traj_z30,-0.8116056715096793,8.400815161494313e-10,True,5.405442542436915e-09,True
med_d_traj_y9,-0.8097918542847895,6.543886633001951e-05,True,0.00018024389497917656,True
med_k_qarea_az,-0.8097696750347027,8.036737617638107e-12,True,8.572678432564533e-11,True
med_k_traj_y21,-0.807790119491889,1.2678960425689245e-08,True,6.817112283675382e-08,True
med_d_qarea_mag,0.8068144901750377,4.947317861737728e-11,True,4.26774123237815e-10,True
med_d_tarea_el,0.8066324242321103,9.338978776060241e-06,True,2.938315967618152e-05,True
pair_xpeak_II_AVR,0.8062375622766552,0.014685545235639141,True,0.02434668006330882,True
pair_xpeak_I_AVR,-0.8045364324422681,2.989333774952903e-13,True,4.512744256419286e-12,True
med_d_traj_mag38,0.8037669428211097,3.975784468158988e-05,True,0.00011432200760090863,True
ext_d_traj_angv48,0.8030456385935292,0.19324622907066324,True,0.24291159298714274,False
pair_corr_V1_V2,-0.8019494017315694,1.4288218360124476e-07,True,6.372870120850974e-07,True
med_k_init20_dev,-0.8013129994472785,1.762876722526116e-09,True,1.0727583156457373e-08,True
med_d_init40_magr,-0.8008632770619786,1.7012049652971653e-07,True,7.398592231347783e-07,True
med_d_traj_mag19,-0.8008632770619786,1.7012049652971653e-07,True,7.398592231347783e-07,True
med_k_qrsmax_mag,0.798592081422372,3.3774674415601017e-10,True,2.3359576578191013e-09,True
ext_k_traj_y12,-0.7969301047285576,3.3227239234771682e-12,True,4.0128281229685804e-11,True
ext_k_traj_z21,-0.7965414259913206,1.7821431285598933e-08,True,9.452583485942676e-08,True
ext_d_w40_60_el,-0.7955175270432978,7.073145112618498e-07,True,2.783167375140612e-06,True
med_d_traj_mag39,0.7954219102541039,8.852017502468536e-06,True,2.8076095916920406e-05,True
med_d_traj_mag37,0.7940068151727085,0.00023998721517513367,True,0.0005887186372264998,True
ext_d_oct,-0.7925662393460372,1.1330424077136674e-13,True,2.1961439260622936e-12,True
med_d_traj_y23,-0.7924584992918341,1.7178075260077962e-06,True,6.242957907019074e-06,True
ext_k_w40_60_el,-0.7911396274237781,9.63762290151006e-07,True,3.6815250499685635e-06,True
ext_k_qarea_el,-0.7909608748505679,4.1635975026079567e-07,True,1.7023041872641907e-06,True
med_k_traj_x0,0.789571262020246,7.113444024144699e-18,True,6.980066948691987e-16,True
ext_k_traj_x1,0.7893474564662469,3.8975442924843033e-13,True,5.7188266721498655e-12,True
med_d_traj_mag18,-0.7881878422807032,4.230791731642448e-06,True,1.4109166407898422e-05,True
med_d_traj_y8,-0.7855846523639531,0.0006038141511265523,True,0.001362052036305585,True
ext_d_traj_x0,0.7851503528347146,1.5032190469727796e-10,True,1.1238351922606019e-09,True
pair_xpeak_V1_V4,-0.7829842697157574,0.00017338994654031366,True,0.00043906809043272975,True
ext_d_traj_x41,0.7827241876705681,0.08893246291743022,True,0.1215178126896131,False
med_k_traj_mag17,-0.7811095355094233,1.6442845543212726e-05,True,5.002958818380616e-05,True
ext_d_traj_z18,-0.7792846653228068,6.173214321630006e-09,True,3.436860455659259e-08,True
ext_k_traj_x38,0.777939689394437,0.0024576865614076475,True,0.004878088370935533,True
ext_k_qrsmax_el,-0.7735236452301376,9.008266929287962e-08,True,4.1843133369769526e-07,True
med_k_init25_el,-0.7735120292034818,6.290510592132918e-08,True,3.038800501430363e-07,True
ext_d_traj_y23,-0.7725524627475346,1.962609878785054e-06,True,7.051024049639668e-06,True
med_d_traj_y7,-0.7717548187216111,0.002958032465728243,True,0.0057547843509211175,True
med_d_traj_mag40,0.7713215942557005,4.210291767471208e-06,True,1.4109166407898422e-05,True
med_d_traj_mag20,-0.7707372899275048,1.6860134855473636e-07,True,7.373373739023289e-07,True
med_k_traj_x44,0.7695334440691073,0.34902785932756253,True,0.40560602453314076,False
ext_d_init40_magr,-0.7686456804799577,6.402847155273444e-08,True,3.055462016346294e-07,True
ext_d_traj_mag19,-0.7686456804799577,6.402847155273444e-08,True,3.055462016346294e-07,True
med_d_traj_x45,0.7686036547726754,0.53132807816904,True,0.5858041311273826,False
il_dpol_III,-0.7666035862587924,1.561314274097082e-05,True,4.759734777344502e-05,True
ext_d_qarea_az,-0.7659048051095781,1.9351946642486233e-12,True,2.470126522658812e-11,True
med_d_traj_y6,-0.7650802321759067,0.008265151591267905,True,0.014466318838674037,True
pair_corr_AVF_V1,0.7632245600798565,1.627024431805384e-07,True,7.155261506819195e-07,True
med_d_traj_mag36,0.7627452146520151,0.0016237044601576803,True,0.003358650859614701,True
med_d_traj_x0,0.762539776231588,1.1803978213726515e-13,True,2.26002997506715e-12,True
ext_d_traj_y9,-0.7623212724699124,2.134795583621712e-05,True,6.408468577984871e-05,True
ext_d_traj_mag18,-0.7615909620320811,1.0818481751150761e-06,True,4.063401040503994e-06,True
med_k_traj_mag21,-0.7613675908113523,7.678339869717832e-07,True,3.0137483988642494e-06,True
med_d_traj_y5,-0.7609213831572977,0.015095958526256687,True,0.024921824275733966,True
med_k_traj_y12,-0.7592017485331592,1.7781290368384786e-11,True,1.7022332852661044e-10,True
ext_k_traj_x27,0.7546856952043106,1.1324780452857059e-05,True,3.520773328908036e-05,True
ext_k_qarea_mag,0.7521774259932396,7.47711442194786e-08,True,3.546546719775873e-07,True
pair_xpeak_AVR_V1,-0.7509165311643516,0.38949812564221054,True,0.4470117377618937,False
ext_k_traj_x0,0.7485978518748702,4.474542814826793e-12,True,5.203727569835604e-11,True
ext_d_traj_x26,0.7485539323993685,1.7913650354394716e-06,True,6.495249666605012e-06,True
ext_d_traj_z30,-0.7481195093881579,8.310139682584531e-08,True,3.8946027766142425e-07,True
ext_k_vgrad_el,-0.7465247668611991,9.480489646657187e-08,True,4.3649175206016964e-07,True
ext_k_init20_dev,-0.7461029699463916,2.458359400134777e-08,True,1.2865414194038666e-07,True
ext_k_traj_z30,-0.7460120337853485,2.5814522280511474e-09,True,1.529388678505774e-08,True
med_k_oct,-0.7455126290031151,3.092564794717897e-12,True,3.763819168765193e-11,True
med_k_w0_20_magr,0.7432947881983001,0.007259877429045581,True,0.012835594103154912,True
ext_d_traj_mag20,-0.7426689238261632,3.447905538903532e-08,True,1.740582538932008e-07,True
med_k_planarity,-0.739193236148342,1.2521221115326343e-11,True,1.236372147865557e-10,True
med_k_traj_x26,0.7375647594913293,8.307224389421535e-06,True,2.6617025084473083e-05,True
med_d_traj_mag41,0.7373878148228014,5.0044498568626526e-06,True,1.647166934019783e-05,True
pair_xpeak_I_V2,0.7345703472995745,1.653742491810546e-07,True,7.252446123303233e-07,True
ext_d_tarea_el,0.7340613986637019,4.618596600244033e-05,True,0.0001311247136054816,True
med_d_traj_y4,-0.7335346826073813,0.026995973393321784,True,0.04217281415673155,True
med_d_w40_60_az,-0.7334442042484968,7.943351483604383e-11,True,6.461690066973513e-10,True
med_d_traj_z17,-0.7330418029076053,6.31372313707603e-08,True,3.0406580752175973e-07,True
pair_corr_AVL_AVF,-0.7298399936349811,4.468991279010396e-11,True,3.9640205130205205e-10,True
med_k_traj_x45,0.727808923419153,0.6080804159877726,True,0.6579505534809118,False
ext_k_traj_x39,0.7264562373217456,0.011145987889739818,True,0.018938529206592548,True
ext_d_vgrad_el,-0.7258740265858702,1.3812991327159339e-06,True,5.1147161282170196e-06,True
med_d_traj_mag17,-0.7252298234193157,0.0001404636002624827,True,0.00036033962812434284,True
med_d_traj_angv46,0.7241922097861828,0.2175994620093683,True,0.2687892646378507,False
ext_d_traj_x42,0.722686790223222,0.1554910690564003,True,0.19993528126007246,False
ext_d_traj_y8,-0.722077477197458,0.000314813711766141,True,0.0007580636924430081,True
med_d_traj_x46,0.720980487420893,0.31704975953275005,True,0.37313952208876877,False
med_k_qarea_el,-0.7197632614110986,3.008007042840168e-06,True,1.051797562863934e-05,True
med_k_qareaE_az,-0.7185589241680753,1.2642296024002736e-07,True,5.720001371090575e-07,True
med_d_traj_mag35,0.7175815219159007,0.0076605784594164315,True,0.013498437913898763,True
pair_xpeak_AVR_V5,-0.7173035591295182,4.4176639630749284e-10,True,2.976709194003278e-09,True
ext_d_traj_mag17,-0.717046512253327,3.361982072108952e-05,True,9.774651580020471e-05,True
med_d_traj_z31,-0.7140988145392488,3.5085643472184623e-07,True,1.461126266613524e-06,True
pair_lag_I_II,0.7089485883496373,0.3618969752793353,True,0.41962943219243454,False
med_d_traj_mag21,-0.7088766864726123,1.0507678463328943e-06,True,3.956128342308499e-06,True
ext_k_traj_y11,-0.7088267871550954,1.3518464193124754e-10,True,1.0403916070198952e-09,True
il_dpol_I,0.7078748837302389,2.74081394019985e-07,True,1.159859268494276e-06,True
med_d_traj_y24,-0.7070519124046333,2.0750001875848224e-05,True,6.252879643969618e-05,True
med_d_init20_dev,-0.7069193872441031,1.564279574661294e-07,True,6.918081499206287e-07,True
ext_k_planarity,-0.7067588597071378,4.9289349942122474e-11,True,4.26774123237815e-10,True
med_k_traj_angv10,-0.7034414833149607,8.081251006493955e-12,True,8.572678432564533e-11,True
pair_xpeak_II_AVL,-0.7021632634128862,0.0005321327549856695,True,0.001219632737704381,True
ext_k_oct,-0.69976429368464,7.466524366890007e-12,True,8.084443624839525e-11,True
ext_d_traj_y24,-0.6993486557999572,1.7868290010515117e-05,True,5.426153832980413e-05,True
il_dpol_V5,0.6979407876703418,6.6873622632082515e-09,True,3.683915352012967e-08,True
pair_lag_II_V3,-0.6978509046244501,1.2650986439093514e-05,True,3.902170669818628e-05,True
pair_ratio_I_AVR,0.696990227175222,4.461851521397176e-11,True,3.9640205130205205e-10,True
pair_xpeak_V2_V5,0.6969766126739854,2.617042518069825e-08,True,1.3560253311450906e-07,True
ext_d_traj_y7,-0.6968376814841604,0.0022168345113263363,True,0.0044449938477424625,True
med_d_traj_mag42,0.6958974296781562,8.993733849897111e-06,True,2.8468068839392068e-05,True
ext_d_traj_mag21,-0.6910805080116104,4.1469897106817895e-07,True,1.6999409518982793e-06,True
med_k_init_rotmax,-0.6901694616802612,5.519366288952804e-11,True,4.709459279160816e-10,True
med_d_traj_y3,-0.6886859564484927,0.0403069868209103,True,0.06015396322132051,False
ext_k_qarea_az,-0.6884273623297464,8.524430839184724e-10,True,5.4403887876097634e-09,True
pair_xpeak_AVF_V2,-0.6868046596458812,0.00040625207119421883,True,0.0009519638086192888,True
pair_corr_III_V4,-0.6866987989794208,9.217946155819656e-08,True,4.269078308152466e-07,True
med_d_traj_x25,0.686223051048203,1.4309879083626854e-06,True,5.273828676360132e-06,True
ext_k_init40_magr,-0.6844110328274944,6.5738660388147505e-06,True,2.128034985760651e-05,True
ext_k_traj_mag19,-0.6844110328274944,6.5738660388147505e-06,True,2.128034985760651e-05,True
med_k_traj_x46,0.681928582981602,0.9988842420072257,True,0.9988842420072257,False
ext_k_qrsmax_mag,0.6817506156986014,4.920688563819834e-09,True,2.778950016257964e-08,True
med_d_traj_angv48,0.6816389992352643,0.12538367310132484,True,0.1650061749950377,False
med_k_traj_z19,-0.6815182151226418,8.104763780307355e-07,True,3.1652933171847135e-06,True
ext_k_traj_x40,0.680410754904307,0.017392587291473662,True,0.028238223420489816,True
med_k_w40_60_el,-0.677718124736916,1.2337135641277928e-05,True,3.812854912757155e-05,True
med_d_traj_angv50,0.6776265201659948,0.3975510556678802,True,0.45492358410974626,False
ext_d_traj_y6,-0.6773174811096037,0.008532861337026156,True,0.014880223245141194,True
ext_k_traj_z20,-0.6760952355244848,9.745603516108147e-07,True,3.71373726220626e-06,True
med_d_traj_angv10,-0.6746256283752609,7.142585102985546e-11,True,5.871130163187072e-10,True
med_k_traj_y11,-0.6734623731935185,5.474334927413621e-10,True,3.64182450679635e-09,True
med_d_traj_x47,0.6730395097966311,0.19877603035250613,True,0.24827236885714765,False
ext_k_traj_mag18,-0.6689235352061923,4.903510463941181e-05,True,0.000137719345767221,True
ext_d_traj_x43,0.6686634771617103,0.2733678748367042,True,0.3294816309648697,False
ext_k_traj_mag20,-0.6666422888470853,4.9767525105586515e-06,True,1.641491899490984e-05,True
ext_k_w0_20_magr,0.665660866016398,0.0009034899838226605,True,0.001972850173298438,True
med_k_traj_z31,-0.6640238668202092,7.093604765281551e-08,True,3.3748362065127376e-07,True
pair_xpeak_V3_V6,0.663184828858648,2.0890471170312222e-09,True,1.2470737542733913e-08,True
med_d_traj_mag34,0.6625953697040815,0.023096238062956714,True,0.03662736743317378,True
ext_d_traj_z17,-0.6616270077749254,3.781649331341503e-07,True,1.5665407520332875e-06,True
med_k_qareaL_mag,0.6608925373047085,0.0017923438237487873,True,0.003664036202194787,True
med_k_traj_mag16,-0.6568495892679832,0.0007479415880806314,True,0.0016609169636302564,True
med_k_init35_magr,-0.6568495892679832,0.0007479415880806314,True,0.0016609169636302564,True
ext_k_vgrad_mag,0.6561495595476733,1.2163170835575236e-06,True,4.557560432423179e-06,True
pair_lag_II_V2,-0.654728539582941,7.463930269083975e-05,True,0.00020309134354353278,True
ext_d_traj_y5,-0.6514450600254009,0.017553795822410765,True,0.028411813856891652,True
pair_lag_AVR_V1,0.6512614469653005,0.00022341553699715941,True,0.0005550037865277536,True
med_k_traj_mag6,0.6498705044320165,0.03170627783167741,True,0.0487047272034922,True
ext_k_init_rotmax,-0.649348671068541,7.572438090575278e-12,True,8.142964248084376e-11,True
med_d_traj_mag43,0.649120293036363,9.04847397566483e-06,True,2.852631353773852e-05,True
med_k_traj_y39,-0.6488012720856104,0.19638036448732643,True,0.2458669635128409,False
med_d_qareaL_mag,0.6487838532436904,3.1441755477734764e-06,True,1.0921140730098137e-05,True
med_k_traj_y38,-0.6483378462105013,0.11500333099227397,True,0.15279438265256776,False
ext_d_vgrad_mag,0.6483014358638044,1.8081892857072993e-07,True,7.842146902100718e-07,True
pair_corr_II_AVF,-0.6482753292122171,0.038616177019844974,True,0.05785057053545478,False
med_d_qareaE_mag,0.6475788792046827,4.323825172503739e-07,True,1.7632222132028234e-06,True
med_d_traj_y36,-0.6466529245568042,0.5283038541792161,True,0.5828791644844479,False
med_d_nonplan,0.6462533834485833,0.00024048344659476268,True,0.0005890156180246137,True
ext_k_qareaE_az,-0.6440289786535749,3.6644258561822495e-06,True,1.2561459812677145e-05,True
med_d_traj_y37,-0.6438050975371182,0.7254517981527692,True,0.7677650434944533,False
med_k_traj_mag5,0.6435081920992697,0.06712397970939236,True,0.09460022275022084,False
med_k_init10_magr,0.6435081920992697,0.06712397970939236,True,0.09460022275022084,False
med_k_traj_y40,-0.6415397830849526,0.341864890004858,True,0.3987577097382073,False
med_d_traj_y2,-0.6399452974889998,0.058487062167703247,True,0.08362904153305474,False
med_d_traj_x8,0.6395849251357558,1.5881826555976312e-07,True,7.004063958674946e-07,True
ext_k_traj_x41,0.6390796367143333,0.02431909049017204,True,0.03845012293008067,True
il_dpol_AVF,-0.6377459352551261,0.00011455839935181436,True,0.0002992623743466698,True
med_k_traj_y37,-0.63745846145093,0.08720724722286514,True,0.11957674946716007,False
pair_corr_V2_V6,0.6373888205890976,0.00011336516290727823,True,0.0002966388429407113,True
med_d_traj_y35,-0.6369436570480088,0.4217027315900638,True,0.47872255140737535,False
med_k_traj_x47,0.6361722725988135,0.6380585181148555,True,0.6851927998907819,False
ext_d_init20_dev,-0.636057461593595,2.1401672928081607e-06,True,7.636506022065483e-06,True
ext_d_traj_y25,-0.6354714540483294,0.00010443636092791662,True,0.00027603549942227117,True
ext_d_traj_mag16,-0.6349679803499704,0.0004161389443272019,True,0.0009707847586830713,True
ext_d_init35_magr,-0.6349679803499704,0.0004161389443272019,True,0.0009707847586830713,True
med_d_traj_y25,-0.6346011653842012,0.00013516346069938296,True,0.000347879726718084,True
pair_xpeak_II_AVF,-0.6309566837510452,0.017504920768306124,True,0.028361945930072876,True
ext_d_traj_x8,0.630325053403723,6.400804567953277e-08,True,3.055462016346294e-07,True
med_d_traj_y38,-0.6290667751032573,0.9429135431540487,True,0.9513973411001648,False
ext_k_traj_z31,-0.6287460418904598,8.976823651020198e-08,True,4.1843133369769526e-07,True
med_k_traj_y41,-0.6274688370524988,0.5323669720952039,True,0.5860587105040559,False
med_k_traj_x9,0.626289189676022,2.3725313698036393e-07,True,1.0149521118778512e-06,True
ext_k_traj_x9,0.6256963199632153,5.636438617814348e-07,True,2.2632247135469376e-06,True
ext_k_traj_y22,-0.6227009418860644,4.193257568828974e-06,True,1.4097247072936807e-05,True
ext_k_traj_mag21,-0.6226902803122139,3.419657772105915e-05,True,9.923960632543969e-05,True
med_d_traj_x48,0.6216664029819862,0.13076671711495433,True,0.17122914584693769,False
ext_k_init10_magr,0.6194082007130001,0.003140944319131382,True,0.006050653473664134,True
ext_k_traj_mag5,0.6194082007130001,0.003140944319131382,True,0.006050653473664134,True
pair_lag_V1_V6,0.6186251814541724,0.004611120786459708,True,0.008517011334990283,True
ext_d_traj_z31,-0.6186019452882451,3.714710875936518e-06,True,1.2706091667146696e-05,True
ext_k_traj_mag17,-0.6172701640559191,0.0006638819458653443,True,0.0014889923642979865,True
med_d_traj_mag16,-0.6168314769143495,0.001885078187012292,True,0.003828684027955108,True
med_d_init35_magr,-0.6168314769143495,0.001885078187012292,True,0.003828684027955108,True
pair_corr_III_AVR,0.6162257540917254,1.3092573480762234e-07,True,5.906707001378364e-07,True
med_k_traj_y36,-0.6161853986711059,0.060259546117070226,True,0.08585071452250477,False
med_d_traj_y34,-0.6159875146979792,0.3015828163315091,True,0.3573471861437504,False
pair_lag_II_V1,-0.6155228320993975,7.2892580605523e-05,True,0.00019902843747942803,True
ext_d_traj_y4,-0.6126565073468692,0.030175641071793862,True,0.046583831349770274,True
ext_k_traj_x26,0.6121488289536797,0.0001885166644371041,True,0.000475074098180182,True
med_k_traj_y42,-0.608322771526617,0.6939672862436892,True,0.7401689126376304,False
med_d_traj_y39,-0.6072182543451099,0.8670461086053594,True,0.8868158895833317,False
pair_corr_III_V5,-0.6067253949608652,3.0819440403131586e-07,True,1.2903072382111091e-06,True
med_k_traj_angv12,-0.6054975379390298,3.579697883019006e-11,True,3.2299572852527813e-10,True
ext_k_traj_mag4,0.6051237108350818,0.0011381835100102292,True,0.002437855539858199,True
pair_lag_III_V4,-0.6050504974588007,2.672394757173736e-05,True,7.871781930136522e-05,True
ext_k_traj_x42,0.6014573085381004,0.03591307873472861,True,0.05421493616684993,False
pair_corr_AVR_V2,-0.6002072650109546,0.00015578741686934786,True,0.00039641206561568255,True
pair_lag_III_V3,-0.5997762420569454,3.1938936474431636e-05,True,9.355248183742102e-05,True
med_d_traj_mag33,0.5988143802398624,0.05300522277162862,True,0.07691146002907295,False
med_d_traj_z55,0.5984887096159722,2.6016215067192436e-13,True,4.1679038423971554e-12,True
med_d_qrsmax_t,0.598382486252917,0.0028197988990517936,True,0.005520055201385681,True
med_k_traj_y22,-0.5969722646752246,1.2236133120083852e-05,True,3.7890984218011146e-05,True
ext_d_traj_angv10,-0.5965055733323037,3.440323676239612e-08,True,1.740582538932008e-07,True
med_d_traj_z16,-0.595739348326306,4.342650656583502e-06,True,1.4444833751771395e-05,True
med_d_traj_y1,-0.5942901151611736,0.1170542577259922,True,0.15521552755895926,False
med_d_init35_az,-0.5936457808045957,6.226175390374592e-06,True,2.023829267678698e-05,True
med_d_traj_angv12,-0.5930605012121141,3.804647599406773e-09,True,2.1721079022067758e-08,True
med_k_traj_x17,-0.5929638598091551,0.00010939289064962522,True,0.0002876831462645085,True
med_k_traj_mag4,0.591785653281104,0.08830509171089213,True,0.12080609906407129,False
med_d_traj_angv52,0.5913539490122961,0.33722190406551866,True,0.3939273730527264,False
pair_xpeak_III_AVR,0.5890021046837433,4.057166896211774e-07,True,1.6674743526315406e-06,True
med_d_init40_az,-0.586425349619024,5.651121024727157e-07,True,2.2633316349034786e-06,True
med_d_traj_y33,-0.5861681315389948,0.1788150759010949,True,0.22676871499573426,False
med_k_traj_x48,0.5859270663422238,0.2996362032240808,True,0.3558463230422139,False
pair_lag_AVR_V5,0.5851752968211484,0.1954767942537493,True,0.2451027649913184,False
ext_k_traj_mag6,0.5827304780071831,0.004137596750640532,True,0.0077241699149888645,True
ext_d_traj_y26,-0.5825695443978226,0.0004448281243701282,True,0.001033106738551925,True
med_k_traj_y35,-0.581380744143895,0.04480996247697054,True,0.06618216471198848,False
ext_d_traj_mag37,0.5800497089879911,0.0019197959093073618,True,0.003884123167026492,True
med_k_traj_y43,-0.5785064091067781,0.7939307466006102,True,0.8282201143939921,False
med_k_traj_x18,-0.57850611984474,2.0101415765141122e-05,True,6.0690812983214545e-05,True
ext_d_traj_mag36,0.5781199683228079,0.007891241890396656,True,0.01382860155704528,True
ext_d_traj_x44,0.5773481222204134,0.600919171147084,True,0.6510994469985658,False
med_d_traj_y40,-0.5770119717107045,0.6866945748455466,True,0.7329099133293734,False
ext_d_traj_x25,0.5768676664632586,7.07137965967171e-05,True,0.00019341578511645617,True
med_k_init15_magr,0.5757575122166608,0.022354340266178562,True,0.03552258524078982,True
med_k_traj_mag7,0.5757575122166608,0.022354340266178562,True,0.03552258524078982,True
ext_d_qarea_mag,0.574397172024429,2.0836509562307384e-07,True,8.962553428170573e-07,True
ext_k_traj_mag3,0.5738601052863256,0.00011258430244397932,True,0.0002950874037346369,True
med_d_traj_y26,-0.5735032176884066,0.0005881538637803268,True,0.001330549807111114,True
med_d_traj_x49,0.5712694984068946,0.08304734921663476,True,0.11457323222330104,False
pair_corr_I_V2,0.5699165778244497,0.00024692078871428364,True,0.0006038405580707559,True
ext_k_traj_angv10,-0.5692788835764016,1.3905665662161484e-07,True,6.219913130938328e-07,True
ext_d_traj_mag38,0.5690868523359882,0.0005434122041447034,True,0.0012433804424014671,True
ext_d_traj_x17,-0.5681049974929216,3.2524562976651776e-05,True,9.491368749692062e-05,True
med_k_init10_az,0.5678547152791749,4.5442016275641775e-08,True,2.250598282421375e-07,True
med_d_traj_z32,-0.5676197210165432,1.9469859313922532e-05,True,5.8897262279110555e-05,True
ext_k_traj_x43,0.5664836560895405,0.05803156048060189,True,0.0830533727935688,False
ext_d_planarity,-0.566145095789807,1.002537782165087e-06,True,3.8111000435815653e-06,True
med_k_traj_x25,0.5655707708580645,0.000224210250311232,True,0.0005552209668590445,True
ext_d_traj_y3,-0.5654027243971472,0.0353388947998354,True,0.053502473322798054,False
med_d_traj_y0,-0.5638043544506554,0.1969292112296981,True,0.2463576586698215,False
ext_d_traj_mag35,0.5626667027753184,0.025232211285420237,True,0.03965422594405383,True
ext_d_traj_x16,-0.5616789695174593,5.205166326614112e-05,True,0.00014515295084874168,True
med_k_traj_mag39,0.5595597248676668,0.0049800464511289486,True,0.009102063944438242,True
med_k_traj_mag40,0.557693834689384,0.00400434512253875,True,0.007511137207151539,True
med_d_w0_20_magr,0.5566942956336449,0.20220869325946222,True,0.2521585769796312,False
med_d_traj_z54,0.5560455767009564,2.483635139470423e-12,True,3.09468822934013e-11,True
pair_corr_AVF_V3,-0.5553288614563854,5.192865977956507e-05,True,0.00014506760828099138,True
med_k_traj_angv8,-0.5552043021439217,2.3562550755721376e-09,True,1.4012577532758546e-08,True
ext_d_init20_el,-0.55245258276722,2.5756910951175467e-05,True,7.61550851098785e-05,True
med_k_traj_mag38,0.551894244847573,0.008686410804922938,True,0.015119362487504449,True
med_d_traj_mag44,0.5511830908551155,1.318699672724639e-05,True,4.051582164731278e-05,True
med_k_traj_mag22,-0.5500928184525055,0.00119823971323244,True,0.002542211283479636,True
ext_k_traj_z19,-0.5490707657078434,4.954805994525657e-05,True,0.000138663911076743,True
pair_corr_I_III,-0.5484372900975011,3.2785954752578425e-10,True,2.2979441500691127e-09,True
med_k_traj_mag41,0.5482705228812811,0.00397463954175606,True,0.007482235108581551,True
ext_d_traj_mag39,0.5471656558397648,0.0002484399104003903,True,0.0006066106676961318,True
med_k_traj_x16,-0.5458508762641702,0.0007174438780080391,True,0.0015977118985427254,True
il_dpol_V1,0.5451228920806676,3.295089566779971e-06,True,1.1344935569834549e-05,True
med_k_init15_az,0.544560232733982,7.915334040244097e-08,True,3.7223141273997024e-07,True
ext_d_traj_mag22,-0.544543760992033,0.00027139937152612315,True,0.000658573436315322,True
ext_d_traj_z16,-0.5439193206324067,1.897152306986141e-05,True,5.75005622001591e-05,True
pair_lag_AVF_V1,-0.5428072236076098,6.722999845070343e-07,True,2.6587178228615715e-06,True
pair_lag_III_V2,-0.5425228233634094,6.929058901863838e-05,True,0.00018985379539138267,True
ext_d_traj_y27,-0.541606047322129,0.0011612299435742536,True,0.002473719147098478,True
med_d_traj_y41,-0.5410029571353092,0.5937780087891393,True,0.6446967315345427,False
ext_k_traj_y10,-0.5407151971738637,1.9613281285110956e-06,True,7.051024049639668e-06,True
ext_d_traj_x45,0.5386172481113513,0.8578175974846861,True,0.8787444164657926,False
med_d_traj_x16,-0.5386057875146966,0.000410984290723759,True,0.0009616174909631917,True
ext_d_nonplan,0.5380781334036898,0.003942822066674944,True,0.00744913434979502,True
med_d_planarity,-0.5379615102075592,2.3063011234623036e-06,True,8.21064118783632e-06,True
med_k_traj_mag3,0.5378671035368352,0.03759866297757117,True,0.05648794342084855,False
ext_k_traj_mag2,0.5376542930483389,8.554965463835863e-06,True,2.724400766373693e-05,True
med_k_traj_z18,-0.5359259595004553,8.443700592096567e-05,True,0.00022856224016537259,True
pair_xpeak_V3_V5,0.535345726706915,6.039465338558232e-07,True,2.412712616167029e-06,True
med_k_traj_mag42,0.534529056337612,0.0030046304487155386,True,0.005838205203568559,True
med_d_traj_x17,-0.5343162123561314,0.0003370971666450835,True,0.0007994600477836572,True
ext_d_traj_mag34,0.5342879312217831,0.05732962390922586,True,0.0821986388470179,False
pair_ratio_II_III,-0.5342872386426263,3.5138436173618124e-11,True,3.188863860842801e-10,True
med_k_traj_y34,-0.5339907187481853,0.04384015251866003,True,0.06481077161421493,False
med_d_traj_mag22,-0.533433932827099,0.00042112626744694444,True,0.000980961780254752,True
med_d_traj_z53,0.5333828473855157,1.0414885325481415e-11,True,1.0592833805143595e-10,True
med_k_traj_mag37,0.5333072884972645,0.019123355717242305,True,0.030856802133679775,True
ext_d_w0_20_magr,0.5329299752913396,0.05605884104803264,True,0.08067129280056026,False
ext_d_traj_y34,-0.5326107844543123,0.2779230852870215,True,0.33410355581977313,False
ext_k_traj_mag16,-0.5325089539132861,0.003589075922854534,True,0.006821851330365155,True
ext_k_init35_magr,-0.5325089539132861,0.003589075922854534,True,0.006821851330365155,True
pair_lag_V1_V5,0.531108803154047,0.7129085603939002,True,0.7572844653710576,False
ext_d_traj_y35,-0.5307968505418419,0.37486314364708206,True,0.43370312124238675,False
ext_d_traj_angv12,-0.5298351018369415,2.6075553289461828e-08,True,1.355583399485267e-07,True
med_d_qrsmax_mag,0.5298255187566389,2.7354663260223286e-06,True,9.629332134204161e-06,True
med_k_traj_x49,0.5297433973549168,0.09589672846215941,True,0.1301277992096718,False
ext_d_traj_x18,-0.5290849245069063,4.172841743488437e-05,True,0.00011911566431412449,True
pair_xpeak_AVL_V3,0.528602881731889,4.494863858568803e-06,True,1.4888051177116078e-05,True
med_k_traj_y10,-0.5274703252404254,1.7137510054059736e-06,True,6.242666075376749e-06,True
ext_d_traj_y33,-0.5266834401360185,0.1731361192208254,True,0.22027853093735483,False
med_d_traj_y27,-0.5265382736514785,0.0015805244072883847,True,0.0032896305473118703,True
