feature,d,p_raw,ci_excl0,p_FDR,gate
ext_d_traj_z26,-1.1817594429956724,1.4055477963073257e-15,True,5.96408118973649e-14,True
ext_d_qareaE_el,-1.1791532953906132,1.225797730024303e-10,True,9.574638985761969e-10,True
med_k_traj_x37,1.1751828951338978,0.00031731635937414155,True,0.0007617533397819606,True
ext_d_traj_y14,-1.1750938313573962,1.314767741865555e-15,True,5.733848207580337e-14,True
med_d_traj_z28,-1.165846097501198,2.507560098781194e-14,True,6.34978928239754e-13,True
med_k_init15_dev,-1.1625576903313746,6.103919175145924e-15,True,1.8790496284272745e-13,True
med_k_init35_el,-1.161379805234931,8.598265304174672e-11,True,6.958389962656822e-10,True
med_d_traj_y20,-1.160508711506362,5.499044814237728e-12,True,6.348162028200907e-11,True
ext_d_traj_x36,1.158670736286762,1.1260370845894424e-05,True,3.5076948865187e-05,True
ext_d_traj_y19,-1.1585075077333467,8.834450525193027e-13,True,1.1854775491070985e-11,True
med_d_traj_z20,-1.1561256665700996,6.620239817131819e-14,True,1.3858368683862607e-12,True
med_d_traj_x5,1.1500583608090094,1.3022080215840695e-14,True,3.6508332033696236e-13,True
pair_lag_II_V5,-1.149747436393239,0.0005695088693646249,True,0.0012939637118704213,True
ext_k_traj_x5,1.1413611291990553,2.289343158611504e-14,True,5.892243867246003e-13,True
med_d_traj_x40,1.1333890566477869,0.07578258872309353,True,0.10529085335863438,False
ext_k_traj_x32,1.1318967688576012,7.814073776487017e-08,True,3.6952095870736793e-07,True
med_d_traj_y13,-1.131253389138288,5.1103724677594324e-14,True,1.1143451075530984e-12,True
pair_corr_I_II,-1.1306636602894216,6.069150058286427e-08,True,2.940915306021509e-07,True
ext_k_traj_x6,1.1294338549095537,2.146156770955922e-13,True,3.584538436596593e-12,True
pair_xpeak_AVF_V3,-1.1286063939577156,6.910776514200169e-09,True,3.793678016536457e-08,True
med_d_qrsmax_el,-1.1259547975905289,2.7574127544672794e-09,True,1.6153500091468765e-08,True
pair_xpeak_V1_V3,-1.1193363157393517,1.4625165726703243e-08,True,7.836692897926312e-08,True
ext_k_traj_x31,1.1185149538491876,2.582028151750932e-08,True,1.3467721588866988e-07,True
ext_d_traj_y13,-1.1182109928582395,5.575123817035709e-15,True,1.7505888785492127e-13,True
med_d_traj_x4,1.1124721861847686,2.247998839114629e-16,True,1.2604850633607027e-14,True
ext_k_traj_z25,-1.110980307955955,2.81831688880633e-14,True,7.02342462766022e-13,True
med_k_traj_x38,1.1098013948846366,0.000775483436923799,True,0.0017123895864562086,True
med_d_qareaE_az,-1.1075677966552497,6.882235361946521e-14,True,1.4217249366126365e-12,True
med_k_init30_el,-1.105564765198367,4.6313901568388494e-11,True,4.0396014145761076e-10,True
ext_k_traj_z24,-1.103487113866648,6.401469947994968e-14,True,1.3581497051827161e-12,True
ext_k_qareaE_el,-1.1023050562746253,1.8245194502700272e-09,True,1.1059828327891671e-08,True
ext_d_traj_z21,-1.100329675563423,7.802581720062553e-14,True,1.5705196539100265e-12,True
med_k_traj_z28,-1.0974208034526276,1.5115092640321696e-13,True,2.666370274753378e-12,True
ext_d_traj_z27,-1.0973585530172356,3.650020918900652e-14,True,8.682625519203066e-13,True
ext_d_init40_el,-1.0967587425406216,9.374451162022269e-11,True,7.452790444143475e-10,True
ext_d_traj_y20,-1.0943792541596633,1.4735855265207857e-11,True,1.4281044917516257e-10,True
pair_corr_I_AVF,-1.0937162620612464,9.823830280352902e-13,True,1.2960851714415173e-11,True
ext_k_init40_el,-1.0914606486063936,3.65066566520831e-11,True,3.275168625358312e-10,True
med_k_qarea_mag,1.089336841875241,6.725433922531404e-11,True,5.557332241249634e-10,True
med_k_w40_60_path,-1.089137293950466,6.923709491144552e-16,True,3.294007242756651e-14,True
ext_k_traj_z26,-1.0866373059490446,4.692422175845313e-14,True,1.0483817809291133e-12,True
ext_d_traj_x5,1.0852650728555149,1.5329418184276698e-13,True,2.674131838812713e-12,True
il_dpol_V3,1.0843704990543808,1.1607540726423757e-14,True,3.313425261906418e-13,True
pair_ratio_AVF_V1,1.081910813645739,1.5470666356856377e-09,True,9.562577236324611e-09,True
il_dpol_V4,1.0779791235983032,1.6632265893821022e-15,True,6.695553193153591e-14,True
ext_d_traj_x37,1.077138355092004,0.0001013313042956966,True,0.00026828018169349686,True
ext_k_traj_x33,1.0766688974081593,1.550018202277978e-06,True,5.659368785061454e-06,True
ext_d_traj_x28,1.0748233855943246,5.214587286457301e-09,True,2.9343734909455066e-08,True
med_d_traj_y21,-1.0741922822031746,1.4792317904582384e-10,True,1.1111932588609733e-09,True
ext_k_traj_x30,1.0718189990920612,2.9777598947912276e-08,True,1.52282835010496e-07,True
pair_xpeak_III_V5,-1.0651767555032705,2.148303938679871e-11,True,2.0196629842679027e-10,True
ext_k_traj_z23,-1.0643965412337766,4.470425697032609e-13,True,6.323034544451528e-12,True
med_k_traj_x7,1.0623489396539179,2.643864234187175e-13,True,4.192794795630166e-12,True
med_k_traj_x28,1.062303558781135,1.8179402803349542e-08,True,9.609987340491171e-08,True
med_k_qareaE_el,-1.0606912525895826,3.780415522605294e-09,True,2.166150500178946e-08,True
ext_k_traj_x4,1.058462599442216,4.035773877706494e-15,True,1.377427171304173e-13,True
ext_d_qrsmax_el,-1.0573046895772404,3.6503844174309154e-09,True,2.099305324310087e-08,True
med_d_traj_y12,-1.0554448276852775,1.6924498927309554e-12,True,2.195988703791405e-11,True
med_d_traj_x41,1.0535708355654094,0.15516122403618646,True,0.19967468994820714,False
med_d_traj_x6,1.0527392112311775,1.4132923908434603e-12,True,1.8490575446868608e-11,True
ext_k_init10_dev,-1.0516969857759797,7.158194494307123e-12,True,7.804420386154295e-11,True
ext_d_traj_x4,1.0511064588165695,1.807119807661965e-14,True,4.855452194717054e-13,True
med_k_traj_x39,1.0494930650809293,0.001574096579633724,True,0.0032856263188119615,True
med_k_traj_x3,1.0490536383700046,3.585899428988542e-20,True,1.4074655258780027e-17,True
med_k_traj_y17,-1.0487703634078247,4.278879720180532e-13,True,6.163157028149941e-12,True
ext_d_traj_y12,-1.0487009377964784,1.212803270855634e-13,True,2.2776437429903056e-12,True
ext_k_traj_y17,-1.047112355733412,4.169818626721679e-14,True,9.771067528288115e-13,True
med_d_traj_x27,1.0430570069535299,8.116890393534523e-10,True,5.244246056728067e-09,True
ext_k_traj_y16,-1.0402115009095139,1.5942989516928713e-14,True,4.3913146564172073e-13,True
med_k_traj_y16,-1.0355418337836808,1.94532285836395e-13,True,3.3197357474254364e-12,True
ext_k_traj_z27,-1.0329034393612937,2.5176302418635585e-13,True,4.110320917916438e-12,True
med_k_vgrad_mag,1.0297495819820377,1.0508371089457449e-09,True,6.615620348051479e-09,True
med_k_traj_y18,-1.0286444345859367,2.1087505982803422e-12,True,2.6699503542743043e-11,True
ext_k_traj_y18,-1.0262468282893324,2.8152549592117295e-13,True,4.3332845940807995e-12,True
pair_xpeak_AVL_AVF,-1.0260006719834207,1.1740697160453024e-08,True,6.334328021275343e-08,True
ext_k_traj_x34,1.0224760544212952,9.73663486294074e-06,True,3.0451228555412274e-05,True
med_d_traj_z29,-1.0186096642500932,1.0788513756703125e-11,True,1.0788513756703124e-10,True
ext_d_traj_y21,-1.018363177356306,3.4804288840855576e-10,True,2.3861455668184826e-09,True
med_d_traj_z19,-1.0165664877239602,6.1720162308650874e-12,True,6.899151770603712e-11,True
ext_d_traj_x6,1.0145167788589844,2.911605104611462e-12,True,3.571265636124996e-11,True
pair_xpeak_I_III,-1.0084902742543798,1.0353068513321664e-11,True,1.0592833805143595e-10,True
ext_k_traj_y15,-1.007136573442518,1.8246603789064088e-14,True,4.855452194717054e-13,True
med_d_traj_x3,1.0061079991167419,3.242768664380496e-17,True,2.9947922371043408e-15,True
ext_d_traj_z20,-1.0027320916564524,2.576558414083084e-12,True,3.185194259929482e-11,True
ext_k_traj_x7,1.0004246568384338,5.686777365854853e-12,True,6.516963842621985e-11,True
med_k_qareaE_mag,1.0001353944441802,4.110783994173834e-08,True,2.055391997086917e-07,True
il_dpol_V2,0.9992002748441202,3.3474696393724926e-13,True,4.958044654542277e-12,True
med_d_init10_dev,-0.9970400629090763,5.826079085972665e-11,True,4.917711916654346e-10,True
ext_d_traj_x38,0.9969636731713293,0.0012028242011313565,True,0.002548493921425411,True
ext_k_traj_z22,-0.9966743708488418,8.999160018821628e-12,True,9.41912081969997e-11,True
med_k_traj_x40,0.9932316782989496,0.0030613265732329516,True,0.0059190673891326775,True
ext_d_traj_z28,-0.9931322983670614,4.225689406976989e-12,True,4.9509943051894576e-11,True
ext_k_traj_x29,0.9921688346619186,1.1310637867571506e-07,True,5.162122515141647e-07,True
med_k_traj_y15,-0.9916904522779981,1.971227240154837e-13,True,3.327770717250639e-12,True
med_d_traj_x42,0.9818362869543706,0.25861687100371555,True,0.31377781103232877,False
med_d_traj_y11,-0.9818095541551437,1.8585640860882617e-10,True,1.357184007050498e-09,True
med_d_init15_dev,-0.9813424200577872,2.1638647279437857e-11,True,2.0221831088522284e-10,True
ext_k_init15_dev,-0.9800051005905648,8.419791914977741e-12,True,8.871861279540304e-11,True
ext_k_traj_y19,-0.9788641094680215,4.075484106707341e-12,True,4.810909810173328e-11,True
med_k_init40_el,-0.9780118323832616,3.063806322947061e-09,True,1.7815466396395876e-08,True
pair_xpeak_III_AVL,-0.9779310417410498,3.3700236524992664e-10,True,2.3359576578191013e-09,True
med_k_traj_y19,-0.9775873724736655,2.1228678315030085e-11,True,2.0077725876263394e-10,True
ext_d_traj_y11,-0.9713772836618525,1.5496801729611945e-11,True,1.4926367310117027e-10,True
ext_d_traj_x3,0.9704438912700484,2.140566581386814e-14,True,5.601149221295497e-13,True
med_k_traj_z21,-0.9699709949915315,4.534559392372883e-11,True,3.999583284283947e-10,True
med_d_vgrad_mag,0.9675893305007364,1.0457893247116289e-11,True,1.0592833805143595e-10,True
ext_k_traj_x35,0.9604812731305985,4.842428917494447e-05,True,0.0001364921615882636,True
med_k_traj_z29,-0.959595530430198,9.642266885817421e-12,True,9.95944671758773e-11,True
ext_k_traj_z28,-0.9543008787287605,3.762374902908105e-12,True,4.5091057996684925e-11,True
ext_k_traj_y14,-0.9518860449437763,4.3396663254076785e-14,True,9.874313233173994e-13,True
ext_k_traj_x3,0.9495806911463933,4.6687715690933204e-15,True,1.5595683752077687e-13,True
ext_k_w40_60_path,-0.9416117712020545,7.021255028132529e-13,True,9.66962315277901e-12,True
med_k_traj_x41,0.9384786614726627,0.00724613563343885,True,0.012825741763809463,True
pair_ratio_I_II,0.9361668270408299,9.900140460851143e-08,True,4.544801322671431e-07,True
med_k_traj_x2,0.9306880858340115,1.9995069083147423e-20,True,1.0464086153513818e-17,True
med_d_qarea_az,-0.9292861361306399,3.422489277323124e-16,True,1.7911027217991018e-14,True
pair_lag_AVF_V3,-0.9284174644929657,8.286909073045804e-07,True,3.2204077338321566e-06,True
med_k_traj_y14,-0.9233026163579476,4.325786224404632e-13,True,6.174076702104793e-12,True
ext_d_traj_x39,0.9203880519080945,0.015992229842742164,True,0.02615395922198458,True
pair_xpeak_III_V2,-0.9201819703502072,2.515839560769596e-07,True,1.0675319217319637e-06,True
med_d_traj_x43,0.9175120226617544,0.5105648757177778,True,0.5667690288350739,False
ext_d_traj_x27,0.9171801537599675,7.918808398417202e-08,True,3.7223141273997024e-07,True
pair_lag_AVF_V2,-0.9113791658912821,5.941054152722302e-08,True,2.896725161420501e-07,True
ext_k_traj_y20,-0.9087969682098669,9.593193819251577e-11,True,7.568499646344209e-10,True
ext_d_qareaE_az,-0.9074191846554303,3.3292607505722014e-11,True,3.051984744036015e-10,True
med_k_traj_x27,0.9050618101909766,3.207191242671183e-07,True,1.3391729390940844e-06,True
pair_xpeak_AVR_AVL,-0.9040267606556016,5.3630945096247475e-14,True,1.153432654809706e-12,True
ext_d_init25_el,-0.9031868440848047,4.498462384632705e-10,True,3.005355720797169e-09,True
med_k_traj_y20,-0.9018228485296241,4.1847347623596327e-10,True,2.844170379612391e-09,True
med_d_traj_x2,0.9004284553780231,6.766005889787782e-17,True,4.618534455202964e-15,True
med_k_w40_60_az,-0.8975416431328174,7.629086587126544e-11,True,6.238367678014934e-10,True
pair_xpeak_V2_V6,0.8968837507360556,4.46333688074619e-10,True,2.9946320097314183e-09,True
ext_k_traj_x36,0.8966032867936268,0.00023919524941337333,True,0.0005876941182769892,True
ext_d_traj_z19,-0.8941633658144412,1.0633464298992035e-10,True,8.347269474708747e-10,True
med_k_traj_x42,0.8905948785846133,0.020227440881939687,True,0.032537994041644785,True
ext_d_traj_x2,0.8898645018815547,2.6809839411728886e-13,True,4.209144787641435e-12,True
med_d_traj_y22,-0.884904305528444,9.266377953569848e-08,True,4.2788862903249e-07,True
ext_k_traj_x28,0.8840415598818154,8.787013849634838e-07,True,3.389585195067984e-06,True
med_d_qarea_el,-0.8826994547728031,8.590277946237983e-07,True,3.330058364344107e-06,True
ext_k_init25_el,-0.880414019870409,1.8859581031522135e-09,True,1.1301351992171661e-08,True
ext_k_traj_y13,-0.8798761293052676,2.328508181339466e-13,True,3.8481661523189075e-12,True
med_d_init25_el,-0.8794365957426493,6.290090692408678e-09,True,3.477268446155502e-08,True
pair_lag_AVF_V5,-0.8791172640066388,9.331093701028215e-05,True,0.0002487235502650984,True
ext_d_init15_dev,-0.8775222736383071,1.249286449663203e-09,True,7.814261856459079e-09,True
ext_d_init10_dev,-0.8771473100977712,6.2900906905505074e-09,True,3.477268446155502e-08,True
ext_d_traj_z29,-0.8747953575515157,8.056417693771869e-10,True,5.226684206290014e-09,True
med_d_traj_z18,-0.8746134903249316,6.451584226776225e-10,True,4.238069973237939e-09,True
pair_corr_II_V4,-0.8722854813696216,0.0002531283367649445,True,0.000616141842978237,True
ext_d_qarea_el,-0.8706285314033018,7.025272551571953e-07,True,2.7712758557708455e-06,True
il_pratio,-0.868626774735885,9.379622026109616e-12,True,9.752322239067614e-11,True
med_k_init40_magr,-0.8670975150492347,8.750956160412335e-09,True,4.753979644237843e-08,True
med_k_traj_mag19,-0.8670975150492347,8.750956160412335e-09,True,4.753979644237843e-08,True
med_k_vgrad_el,-0.8660205353430784,1.7136405593261296e-08,True,9.151073735176952e-08,True
med_d_traj_z30,-0.8654439162621036,3.14859748404337e-09,True,1.8240952213830595e-08,True
med_d_w40_60_el,-0.8642542410016258,5.385741552968515e-07,True,2.1792820201444763e-06,True
med_d_traj_x26,0.8631652384302363,2.3390266646756495e-08,True,1.2281845697460767e-07,True
pair_xpeak_III_V6,-0.8593782209210235,1.844829146809059e-09,True,1.1139929848039318e-08,True
med_d_w40_60_path,-0.8583289754007182,8.785436753795984e-11,True,7.073402924851126e-10,True
ext_k_traj_z29,-0.8565904296140745,9.399060560129987e-11,True,7.452790444143475e-10,True
ext_k_traj_x2,0.8561263527964799,3.634479597810729e-14,True,8.682625519203066e-13,True
med_d_traj_x7,0.8556773120306264,2.918054538789128e-10,True,2.063669200855374e-09,True
med_d_traj_y10,-0.8543221984763277,2.467469991594631e-06,True,8.705455925401283e-06,True
med_k_traj_mag18,-0.853838227372933,1.1923154876378297e-07,True,5.410217675119632e-07,True
ext_d_traj_y22,-0.8525969879765563,1.472943948127355e-07,True,6.551053820283137e-07,True
ext_d_traj_x40,0.8487351864036186,0.04834494989680049,True,0.07113549328770083,False
med_d_vgrad_el,-0.8484036806506313,1.329190285009845e-07,True,5.979451998468357e-07,True
med_k_traj_x43,0.8475616431899063,0.06074401117942776,True,0.08638414633306303,False
med_k_traj_y13,-0.8442412830947289,1.8300152629291597e-12,True,2.355019641638345e-11,True
med_k_traj_x1,0.843863130818347,1.6925411024636601e-19,True,4.4288158847799104e-17,True
ext_d_traj_x7,0.8411099258492702,1.939231049962797e-10,True,1.40953367983407e-09,True
med_k_traj_x8,0.8371740599396216,1.5520711257744645e-10,True,1.1548586101734166e-09,True
ext_k_traj_x37,0.8349648684423561,0.0009739527612943867,True,0.0021208125315286923,True
ext_k_qareaE_mag,0.8318236967534772,3.889725744241099e-07,True,1.6028528657371458e-06,True
pair_xpeak_AVR_AVF,0.8317430154082831,1.8747550216068223e-07,True,8.086168637150304e-07,True
med_k_traj_mag20,-0.8310962184751159,1.9888285782457525e-08,True,1.04780566035095e-07,True
pair_ratio_II_AVF,-0.8291028474330439,4.0163533799123586e-13,True,5.838587783761484e-12,True
med_k_traj_z20,-0.827208013608228,6.0032714656476025e-09,True,3.354140996820903e-08,True
ext_d_traj_x1,0.8270575804814378,5.982980015583074e-12,True,6.806723640916976e-11,True
med_d_oct,-0.8259965397225497,4.035572051906025e-15,True,1.377427171304173e-13,True
med_k_qrsmax_el,-0.8247847768656142,4.203525895098475e-08,True,2.0950906842236843e-07,True
ext_k_traj_y21,-0.821707461234668,3.46984735362648e-09,True,2.0028163033799905e-08,True
il_dpol_AVL,0.8214759681994005,1.4933977217863507e-06,True,5.478117811225632e-06,True
ext_d_traj_y10,-0.8203588998154607,5.61948387962311e-07,True,2.262202484873919e-06,True
pair_corr_II_V1,0.8194998686403883,0.0003157420175200132,True,0.0007591347128735386,True
